"","TBR","OAK","Winner"
"79654","0","3","OAK"
"79655","6","3","TBR"
"79656","8","6","TBR"
"79657","2","12","OAK"
"79658","5","9","OAK"
"79659","4","3","TBR"
"79660","0","2","OAK"
"79661","4","4","TBR"
"79662","1","5","OAK"
"79663","9","7","TBR"
"79664","6","7","OAK"
"79665","6","3","TBR"
"79666","7","10","OAK"
"79667","6","1","TBR"
"79668","5","5","OAK"
"79669","4","6","OAK"
"79670","3","5","OAK"
"79671","6","12","OAK"
"79672","8","14","OAK"
"79673","9","3","TBR"
"79674","4","3","TBR"
"79675","8","7","TBR"
"79676","4","4","OAK"
"79677","2","8","OAK"
"79678","9","11","OAK"
"79679","2","11","OAK"
"79680","10","3","TBR"
"79681","4","6","OAK"
"79682","4","3","TBR"
"79683","6","5","TBR"
"79684","3","5","OAK"
"79685","6","2","TBR"
"79686","3","2","TBR"
"79687","1","1","OAK"
"79688","14","1","TBR"
"79689","4","4","OAK"
"79690","3","4","OAK"
"79691","2","6","OAK"
"79692","6","6","OAK"
"79693","3","5","OAK"
"79694","4","6","OAK"
"79695","4","2","TBR"
"79696","4","10","OAK"
"79697","7","11","OAK"
"79698","2","4","OAK"
"79699","3","7","OAK"
"79700","4","2","TBR"
"79701","2","2","TBR"
"79702","2","8","OAK"
"79703","9","2","TBR"
"79704","2","4","OAK"
"79705","5","6","OAK"
"79706","6","11","OAK"
"79707","4","4","TBR"
"79708","9","5","TBR"
"79709","11","8","TBR"
"79710","2","4","OAK"
"79711","0","1","OAK"
"79712","6","0","TBR"
"79713","9","0","TBR"
"79714","10","8","TBR"
"79715","5","5","TBR"
"79716","3","6","OAK"
"79717","2","8","OAK"
"79718","5","4","TBR"
"79719","1","1","TBR"
"79720","3","4","OAK"
"79721","3","3","OAK"
"79722","4","4","OAK"
"79723","5","3","TBR"
"79724","4","0","TBR"
"79725","5","4","TBR"
"79726","1","7","OAK"
"79727","10","4","TBR"
"79728","4","3","TBR"
"79729","2","3","OAK"
"79730","2","7","OAK"
"79731","4","1","TBR"
"79732","3","6","OAK"
"79733","1","3","OAK"
"79734","6","1","TBR"
"79735","3","5","OAK"
"79736","4","8","OAK"
"79737","10","5","TBR"
"79738","3","4","OAK"
"79739","2","5","OAK"
"79740","4","6","OAK"
"79741","5","2","TBR"
"79742","5","9","OAK"
"79743","5","7","OAK"
"79744","1","7","OAK"
"79745","7","8","OAK"
"79746","8","4","TBR"
"79747","6","3","TBR"
"79748","6","13","OAK"
"79749","3","5","OAK"
"79750","1","16","OAK"
"79751","14","5","TBR"
"79752","3","5","OAK"
"79753","3","8","OAK"
"79754","6","4","TBR"
"79755","7","2","TBR"
"79756","5","7","OAK"
"79757","2","7","OAK"
"79758","3","7","OAK"
"79759","5","2","TBR"
"79760","9","0","TBR"
"79761","2","4","OAK"
"79762","5","2","TBR"
"79763","11","6","TBR"
"79764","8","8","OAK"
"79765","3","7","OAK"
"79766","1","0","TBR"
"79767","2","5","OAK"
"79768","4","5","OAK"
"79769","6","5","TBR"
"79770","4","2","TBR"
"79771","3","2","TBR"
"79772","3","2","TBR"
"79773","7","5","TBR"
"79774","3","5","OAK"
"79775","7","10","OAK"
"79776","14","1","TBR"
"79777","4","3","TBR"
"79778","7","6","TBR"
"79779","1","4","OAK"
"79780","1","2","OAK"
"79781","2","2","TBR"
"79782","3","11","OAK"
"79783","5","3","TBR"
"79784","14","4","TBR"
"79785","12","3","TBR"
"79786","4","1","TBR"
"79787","3","6","OAK"
"79788","8","2","TBR"
"79789","9","7","TBR"
"79790","6","4","TBR"
"79791","3","5","OAK"
"79792","3","3","OAK"
"79793","4","5","OAK"
"79794","9","7","TBR"
"79795","3","10","OAK"
"79796","5","4","TBR"
"79797","7","3","TBR"
"79798","10","0","TBR"
"79799","4","11","OAK"
"79800","4","11","OAK"
"79801","3","15","OAK"
"79802","6","8","OAK"
"79803","10","0","TBR"
"79804","3","10","OAK"
"79805","3","8","OAK"
"79806","5","3","TBR"
"79807","0","6","OAK"
"79808","3","7","OAK"
"79809","10","6","TBR"
"79810","3","6","OAK"
"79811","0","2","OAK"
"79812","3","4","OAK"
"79813","9","3","TBR"
"79814","4","4","TBR"
"79815","11","2","TBR"
"79816","7","1","TBR"
"79817","6","9","OAK"
"79818","4","8","OAK"
"79819","6","3","TBR"
"79820","4","5","OAK"
"79821","5","12","OAK"
"79822","4","11","OAK"
"79823","8","2","TBR"
"79824","8","3","TBR"
"79825","3","0","TBR"
"79826","11","8","TBR"
"79827","13","2","TBR"
"79828","3","5","OAK"
"79829","2","5","OAK"
"79830","4","4","OAK"
"79831","8","4","TBR"
"79832","8","1","TBR"
"79833","4","1","TBR"
"79834","2","8","OAK"
"79835","7","4","TBR"
"79836","3","3","OAK"
"79837","6","7","OAK"
"79838","3","6","OAK"
"79839","7","3","TBR"
"79840","1","7","OAK"
"79841","3","4","OAK"
"79842","2","6","OAK"
"79843","7","8","OAK"
"79844","3","5","OAK"
"79845","11","3","TBR"
"79846","0","1","OAK"
"79847","6","10","OAK"
"79848","7","5","TBR"
"79849","4","9","OAK"
"79850","7","5","TBR"
"79851","3","7","OAK"
"79852","8","3","TBR"
"79853","4","10","OAK"
"79854","3","4","OAK"
"79855","5","3","TBR"
"79856","1","3","OAK"
"79857","4","0","TBR"
"79858","2","5","OAK"
"79859","2","3","OAK"
"79860","7","8","OAK"
"79861","7","8","OAK"
"79862","4","11","OAK"
"79863","1","1","TBR"
"79864","9","5","TBR"
"79865","7","3","TBR"
"79866","3","3","OAK"
"79867","4","7","OAK"
"79868","6","9","OAK"
"79869","7","8","OAK"
"79870","7","8","OAK"
"79871","7","2","TBR"
"79872","0","7","OAK"
"79873","1","5","OAK"
"79874","2","2","OAK"
"79875","2","15","OAK"
"79876","5","8","OAK"
"79877","2","2","OAK"
"79878","2","5","OAK"
"79879","6","7","OAK"
"79880","0","1","OAK"
"79881","3","3","TBR"
"79882","2","4","OAK"
"79883","7","4","TBR"
"79884","12","0","TBR"
"79885","14","4","TBR"
"79886","3","10","OAK"
"79887","2","3","OAK"
"79888","4","5","OAK"
"79889","4","5","OAK"
"79890","2","2","TBR"
"79891","7","1","TBR"
"79892","3","1","TBR"
"79893","0","6","OAK"
"79894","5","9","OAK"
"79895","4","2","TBR"
"79896","8","3","TBR"
"79897","1","0","TBR"
"79898","5","0","TBR"
"79899","3","4","OAK"
"79900","6","2","TBR"
"79901","7","4","TBR"
"79902","0","10","OAK"
"79903","4","9","OAK"
"79904","14","6","TBR"
"79905","8","9","OAK"
"79906","5","11","OAK"
"79907","6","6","OAK"
"79908","3","12","OAK"
"79909","7","5","TBR"
"79910","10","1","TBR"
"79911","7","4","TBR"
"79912","6","1","TBR"
"79913","2","10","OAK"
"79914","4","8","OAK"
"79915","1","11","OAK"
"79916","3","8","OAK"
"79917","11","6","TBR"
"79918","7","3","TBR"
"79919","2","7","OAK"
"79920","4","6","OAK"
"79921","4","4","OAK"
"79922","5","8","OAK"
"79923","3","0","TBR"
"79924","2","4","OAK"
"79925","4","11","OAK"
"79926","4","12","OAK"
"79927","4","7","OAK"
"79928","5","5","OAK"
"79929","3","4","OAK"
"79930","2","11","OAK"
"79931","6","2","TBR"
"79932","4","10","OAK"
"79933","1","8","OAK"
"79934","2","2","TBR"
"79935","6","5","TBR"
"79936","7","15","OAK"
"79937","0","2","OAK"
"79938","3","6","OAK"
"79939","2","4","OAK"
"79940","2","6","OAK"
"79941","7","1","TBR"
"79942","3","6","OAK"
"79943","5","4","TBR"
"79944","5","1","TBR"
"79945","4","2","TBR"
"79946","9","1","TBR"
"79947","3","5","OAK"
"79948","7","2","TBR"
"79949","6","2","TBR"
"79950","3","6","OAK"
"79951","17","6","TBR"
"79952","7","3","TBR"
"79953","2","4","OAK"
"79954","11","7","TBR"
"79955","2","7","OAK"
"79956","4","4","OAK"
"79957","1","13","OAK"
"79958","4","3","TBR"
"79959","0","3","OAK"
"79960","4","2","TBR"
"79961","4","4","OAK"
"79962","17","5","TBR"
"79963","6","6","OAK"
"79964","7","6","TBR"
"79965","8","4","TBR"
"79966","3","8","OAK"
"79967","2","4","OAK"
"79968","6","0","TBR"
"79969","2","3","OAK"
"79970","5","5","OAK"
"79971","7","4","TBR"
"79972","0","3","OAK"
"79973","2","5","OAK"
"79974","1","5","OAK"
"79975","12","6","TBR"
"79976","9","10","OAK"
"79977","2","2","OAK"
"79978","5","2","TBR"
"79979","3","6","OAK"
"79980","4","3","TBR"
"79981","5","3","TBR"
"79982","3","9","OAK"
"79983","7","7","TBR"
"79984","0","7","OAK"
"79985","5","1","TBR"
"79986","8","4","TBR"
"79987","9","4","TBR"
"79988","7","5","TBR"
"79989","5","1","TBR"
"79990","4","11","OAK"
"79991","7","6","TBR"
"79992","2","2","TBR"
"79993","3","1","TBR"
"79994","1","3","OAK"
"79995","3","12","OAK"
"79996","2","2","OAK"
"79997","12","1","TBR"
"79998","2","5","OAK"
"79999","8","2","TBR"
"80000","11","4","TBR"
"80001","5","4","TBR"
"80002","7","10","OAK"
"80003","6","9","OAK"
"80004","7","7","OAK"
"80005","3","0","TBR"
"80006","3","3","OAK"
"80007","8","4","TBR"
"80008","3","4","OAK"
"80009","1","11","OAK"
"80010","6","2","TBR"
"80011","2","2","TBR"
"80012","8","5","TBR"
"80013","0","9","OAK"
"80014","7","5","TBR"
"80015","6","3","TBR"
"80016","4","7","OAK"
"80017","4","10","OAK"
"80018","1","4","OAK"
"80019","0","13","OAK"
"80020","6","8","OAK"
"80021","8","5","TBR"
"80022","5","8","OAK"
"80023","5","2","TBR"
"80024","3","4","OAK"
"80025","1","2","OAK"
"80026","18","5","TBR"
"80027","4","5","OAK"
"80028","5","0","TBR"
"80029","4","8","OAK"
"80030","2","1","TBR"
"80031","7","2","TBR"
"80032","2","4","OAK"
"80033","3","9","OAK"
"80034","7","6","TBR"
"80035","3","2","TBR"
"80036","9","2","TBR"
"80037","6","11","OAK"
"80038","1","4","OAK"
"80039","7","3","TBR"
"80040","3","2","TBR"
"80041","4","1","TBR"
"80042","3","8","OAK"
"80043","5","10","OAK"
"80044","3","6","OAK"
"80045","11","5","TBR"
"80046","2","7","OAK"
"80047","5","9","OAK"
"80048","4","7","OAK"
"80049","7","5","TBR"
"80050","6","8","OAK"
"80051","6","9","OAK"
"80052","1","10","OAK"
"80053","4","1","TBR"
"80054","7","4","TBR"
"80055","6","3","TBR"
"80056","6","3","TBR"
"80057","10","6","TBR"
"80058","11","2","TBR"
"80059","5","9","OAK"
"80060","15","4","TBR"
"80061","5","4","TBR"
"80062","2","7","OAK"
"80063","4","13","OAK"
"80064","16","7","TBR"
"80065","6","5","TBR"
"80066","4","1","TBR"
"80067","5","3","TBR"
"80068","6","5","TBR"
"80069","2","10","OAK"
"80070","3","0","TBR"
"80071","5","4","TBR"
"80072","5","2","TBR"
"80073","3","3","OAK"
"80074","9","5","TBR"
"80075","3","3","OAK"
"80076","7","6","TBR"
"80077","3","8","OAK"
"80078","6","10","OAK"
"80079","4","8","OAK"
"80080","5","2","TBR"
"80081","3","9","OAK"
"80082","14","2","TBR"
"80083","3","1","TBR"
"80084","5","12","OAK"
"80085","5","10","OAK"
"80086","13","5","TBR"
"80087","5","9","OAK"
"80088","2","11","OAK"
"80089","3","4","OAK"
"80090","7","1","TBR"
"80091","4","4","OAK"
"80092","7","6","TBR"
"80093","2","5","OAK"
"80094","2","8","OAK"
"80095","8","3","TBR"
"80096","2","1","TBR"
"80097","12","6","TBR"
"80098","1","10","OAK"
"80099","1","12","OAK"
"80100","11","4","TBR"
"80101","5","12","OAK"
"80102","9","0","TBR"
"80103","4","9","OAK"
"80104","4","7","OAK"
"80105","3","6","OAK"
"80106","4","4","TBR"
"80107","6","4","TBR"
"80108","6","9","OAK"
"80109","2","5","OAK"
"80110","1","0","TBR"
"80111","6","5","TBR"
"80112","3","2","TBR"
"80113","1","3","OAK"
"80114","5","14","OAK"
"80115","6","5","TBR"
"80116","3","13","OAK"
"80117","4","7","OAK"
"80118","3","3","OAK"
"80119","3","3","OAK"
"80120","5","11","OAK"
"80121","13","5","TBR"
"80122","3","9","OAK"
"80123","5","7","OAK"
"80124","3","2","TBR"
"80125","6","3","TBR"
"80126","4","3","TBR"
"80127","0","9","OAK"
"80128","9","11","OAK"
"80129","2","9","OAK"
"80130","2","2","OAK"
"80131","10","5","TBR"
"80132","3","4","OAK"
"80133","5","0","TBR"
"80134","11","1","TBR"
"80135","6","6","OAK"
"80136","2","13","OAK"
"80137","1","6","OAK"
"80138","5","1","TBR"
"80139","4","8","OAK"
"80140","11","6","TBR"
"80141","7","5","TBR"
"80142","6","14","OAK"
"80143","7","3","TBR"
"80144","0","3","OAK"
"80145","1","4","OAK"
"80146","3","4","OAK"
"80147","5","13","OAK"
"80148","4","1","TBR"
"80149","3","3","TBR"
"80150","2","6","OAK"
"80151","1","3","OAK"
"80152","5","5","OAK"
"80153","0","11","OAK"
"80154","9","3","TBR"
"80155","5","3","TBR"
"80156","14","3","TBR"
"80157","4","5","OAK"
"80158","3","5","OAK"
"80159","2","8","OAK"
"80160","4","2","TBR"
"80161","2","11","OAK"
"80162","0","4","OAK"
"80163","0","7","OAK"
"80164","0","11","OAK"
"80165","7","5","TBR"
"80166","0","6","OAK"
"80167","6","4","TBR"
"80168","4","8","OAK"
"80169","7","5","TBR"
"80170","9","2","TBR"
"80171","1","4","OAK"
"80172","7","4","TBR"
"80173","4","6","OAK"
"80174","10","7","TBR"
"80175","4","8","OAK"
"80176","3","11","OAK"
"80177","6","11","OAK"
"80178","4","4","TBR"
"80179","12","6","TBR"
"80180","5","2","TBR"
"80181","1","2","OAK"
"80182","5","6","OAK"
"80183","7","6","TBR"
"80184","0","4","OAK"
"80185","6","5","TBR"
"80186","12","6","TBR"
"80187","5","7","OAK"
"80188","11","6","TBR"
"80189","0","6","OAK"
"80190","5","1","TBR"
"80191","3","1","TBR"
"80192","0","4","OAK"
"80193","0","8","OAK"
"80194","1","4","OAK"
"80195","5","3","TBR"
"80196","5","17","OAK"
"80197","4","5","OAK"
"80198","3","3","OAK"
"80199","10","16","OAK"
"80200","7","2","TBR"
"80201","2","4","OAK"
"80202","3","6","OAK"
"80203","1","7","OAK"
"80204","5","5","TBR"
"80205","11","4","TBR"
"80206","3","1","TBR"
"80207","2","9","OAK"
"80208","6","2","TBR"
"80209","8","8","OAK"
"80210","9","6","TBR"
"80211","3","5","OAK"
"80212","1","4","OAK"
"80213","7","1","TBR"
"80214","4","2","TBR"
"80215","5","2","TBR"
"80216","4","3","TBR"
"80217","2","3","OAK"
"80218","3","3","TBR"
"80219","4","4","TBR"
"80220","1","14","OAK"
"80221","3","5","OAK"
"80222","4","1","TBR"
"80223","5","0","TBR"
"80224","2","7","OAK"
"80225","5","2","TBR"
"80226","0","4","OAK"
"80227","2","2","TBR"
"80228","5","4","TBR"
"80229","2","9","OAK"
"80230","1","5","OAK"
"80231","7","5","TBR"
"80232","4","0","TBR"
"80233","3","3","TBR"
"80234","1","7","OAK"
"80235","2","6","OAK"
"80236","2","4","OAK"
"80237","5","1","TBR"
"80238","4","2","TBR"
"80239","0","5","OAK"
"80240","2","3","OAK"
"80241","5","2","TBR"
"80242","4","7","OAK"
"80243","9","3","TBR"
"80244","2","4","OAK"
"80245","2","2","OAK"
"80246","1","2","OAK"
"80247","7","4","TBR"
"80248","11","7","TBR"
"80249","5","1","TBR"
"80250","1","5","OAK"
"80251","5","0","TBR"
"80252","12","0","TBR"
"80253","7","4","TBR"
"80254","1","7","OAK"
"80255","4","2","TBR"
"80256","4","4","TBR"
"80257","1","9","OAK"
"80258","2","7","OAK"
"80259","7","3","TBR"
"80260","13","6","TBR"
"80261","3","3","TBR"
"80262","12","8","TBR"
"80263","3","8","OAK"
"80264","2","12","OAK"
"80265","11","12","OAK"
"80266","7","0","TBR"
"80267","6","7","OAK"
"80268","5","0","TBR"
"80269","2","12","OAK"
"80270","2","4","OAK"
"80271","4","7","OAK"
"80272","2","1","TBR"
"80273","8","6","TBR"
"80274","8","5","TBR"
"80275","4","6","OAK"
"80276","6","8","OAK"
"80277","2","4","OAK"
"80278","6","8","OAK"
"80279","2","5","OAK"
"80280","5","4","TBR"
"80281","12","5","TBR"
"80282","8","4","TBR"
"80283","4","3","TBR"
"80284","13","4","TBR"
"80285","2","3","OAK"
"80286","5","5","TBR"
"80287","8","5","TBR"
"80288","3","6","OAK"
"80289","6","4","TBR"
"80290","4","4","TBR"
"80291","5","10","OAK"
"80292","12","2","TBR"
"80293","9","2","TBR"
"80294","5","7","OAK"
"80295","0","8","OAK"
"80296","8","6","TBR"
"80297","10","8","TBR"
"80298","7","5","TBR"
"80299","16","5","TBR"
"80300","8","3","TBR"
"80301","9","2","TBR"
"80302","3","5","OAK"
"80303","5","4","TBR"
"80304","1","10","OAK"
"80305","4","3","TBR"
"80306","13","8","TBR"
"80307","5","7","OAK"
"80308","3","4","OAK"
"80309","6","11","OAK"
"80310","4","5","OAK"
"80311","8","13","OAK"
"80312","3","1","TBR"
"80313","7","8","OAK"
"80314","8","8","TBR"
"80315","2","4","OAK"
"80316","3","1","TBR"
"80317","3","8","OAK"
"80318","12","6","TBR"
"80319","0","3","OAK"
"80320","2","6","OAK"
"80321","3","3","TBR"
"80322","15","10","TBR"
"80323","5","3","TBR"
"80324","10","8","TBR"
"80325","6","3","TBR"
"80326","6","5","TBR"
"80327","4","6","OAK"
"80328","4","7","OAK"
"80329","11","4","TBR"
"80330","5","12","OAK"
"80331","1","5","OAK"
"80332","8","4","TBR"
"80333","4","8","OAK"
"80334","13","6","TBR"
"80335","0","13","OAK"
"80336","4","2","TBR"
"80337","6","1","TBR"
"80338","2","4","OAK"
"80339","7","11","OAK"
"80340","14","0","TBR"
"80341","6","6","TBR"
"80342","7","4","TBR"
"80343","3","5","OAK"
"80344","4","0","TBR"
"80345","6","0","TBR"
"80346","10","9","TBR"
"80347","4","1","TBR"
"80348","11","2","TBR"
"80349","13","7","TBR"
"80350","5","8","OAK"
"80351","11","5","TBR"
"80352","5","2","TBR"
"80353","2","3","OAK"
"80354","8","3","TBR"
"80355","6","9","OAK"
"80356","1","7","OAK"
"80357","5","1","TBR"
"80358","1","4","OAK"
"80359","1","5","OAK"
"80360","3","14","OAK"
"80361","4","3","TBR"
"80362","3","5","OAK"
"80363","4","5","OAK"
"80364","2","10","OAK"
"80365","3","6","OAK"
"80366","1","0","TBR"
"80367","4","7","OAK"
"80368","2","10","OAK"
"80369","4","9","OAK"
"80370","12","3","TBR"
"80371","6","2","TBR"
"80372","5","7","OAK"
"80373","11","6","TBR"
"80374","10","0","TBR"
"80375","1","11","OAK"
"80376","10","4","TBR"
"80377","10","0","TBR"
"80378","8","13","OAK"
"80379","2","4","OAK"
"80380","7","6","TBR"
"80381","11","4","TBR"
"80382","0","6","OAK"
"80383","0","1","OAK"
"80384","6","5","TBR"
"80385","4","5","OAK"
"80386","3","9","OAK"
"80387","7","1","TBR"
"80388","1","5","OAK"
"80389","4","7","OAK"
"80390","3","9","OAK"
"80391","2","1","TBR"
"80392","8","4","TBR"
"80393","20","1","TBR"
"80394","0","2","OAK"
"80395","3","6","OAK"
"80396","1","3","OAK"
"80397","2","4","OAK"
"80398","6","6","OAK"
"80399","6","5","TBR"
"80400","9","6","TBR"
"80401","3","1","TBR"
"80402","5","0","TBR"
"80403","8","2","TBR"
"80404","6","10","OAK"
"80405","7","2","TBR"
"80406","4","6","OAK"
"80407","8","11","OAK"
"80408","8","4","TBR"
"80409","4","9","OAK"
"80410","8","3","TBR"
"80411","3","3","TBR"
"80412","7","7","TBR"
"80413","10","4","TBR"
"80414","3","10","OAK"
"80415","4","4","TBR"
"80416","6","15","OAK"
"80417","4","3","TBR"
"80418","2","2","OAK"
"80419","4","13","OAK"
"80420","11","7","TBR"
"80421","6","6","TBR"
"80422","1","13","OAK"
"80423","3","6","OAK"
"80424","4","5","OAK"
"80425","0","6","OAK"
"80426","5","4","TBR"
"80427","7","0","TBR"
"80428","4","1","TBR"
"80429","6","2","TBR"
"80430","4","7","OAK"
"80431","6","2","TBR"
"80432","8","3","TBR"
"80433","4","2","TBR"
"80434","8","7","TBR"
"80435","1","9","OAK"
"80436","3","3","TBR"
"80437","5","11","OAK"
"80438","7","2","TBR"
"80439","4","4","OAK"
"80440","1","7","OAK"
"80441","7","3","TBR"
"80442","1","0","TBR"
"80443","7","5","TBR"
"80444","13","3","TBR"
"80445","0","5","OAK"
"80446","12","6","TBR"
"80447","7","1","TBR"
"80448","5","4","TBR"
"80449","0","4","OAK"
"80450","4","6","OAK"
"80451","7","5","TBR"
"80452","2","3","OAK"
"80453","4","2","TBR"
"80454","8","3","TBR"
"80455","2","3","OAK"
"80456","7","8","OAK"
"80457","6","5","TBR"
"80458","8","6","TBR"
"80459","7","5","TBR"
"80460","4","10","OAK"
"80461","14","3","TBR"
"80462","5","0","TBR"
"80463","6","2","TBR"
"80464","9","4","TBR"
"80465","6","7","OAK"
"80466","6","4","TBR"
"80467","5","8","OAK"
"80468","5","3","TBR"
"80469","3","6","OAK"
"80470","7","7","TBR"
"80471","6","3","TBR"
"80472","3","5","OAK"
"80473","3","3","TBR"
"80474","1","1","TBR"
"80475","6","14","OAK"
"80476","2","9","OAK"
"80477","4","5","OAK"
"80478","4","2","TBR"
"80479","5","8","OAK"
"80480","2","8","OAK"
"80481","4","2","TBR"
"80482","5","9","OAK"
"80483","11","3","TBR"
"80484","11","9","TBR"
"80485","8","3","TBR"
"80486","8","4","TBR"
"80487","2","6","OAK"
"80488","6","8","OAK"
"80489","4","12","OAK"
"80490","5","3","TBR"
"80491","4","7","OAK"
"80492","7","9","OAK"
"80493","9","2","TBR"
"80494","4","2","TBR"
"80495","3","4","OAK"
"80496","5","7","OAK"
"80497","6","4","TBR"
"80498","8","1","TBR"
"80499","8","3","TBR"
"80500","3","1","TBR"
"80501","3","7","OAK"
"80502","1","2","OAK"
"80503","3","11","OAK"
"80504","4","11","OAK"
"80505","4","6","OAK"
"80506","1","1","TBR"
"80507","3","1","TBR"
"80508","4","8","OAK"
"80509","9","11","OAK"
"80510","4","2","TBR"
"80511","2","1","TBR"
"80512","5","6","OAK"
"80513","7","2","TBR"
"80514","4","5","OAK"
"80515","6","3","TBR"
"80516","6","2","TBR"
"80517","1","9","OAK"
"80518","2","3","OAK"
"80519","2","1","TBR"
"80520","1","8","OAK"
"80521","1","5","OAK"
"80522","1","5","OAK"
"80523","6","8","OAK"
"80524","3","15","OAK"
"80525","3","3","TBR"
"80526","7","6","TBR"
"80527","5","4","TBR"
"80528","5","12","OAK"
"80529","2","2","OAK"
"80530","1","0","TBR"
"80531","7","0","TBR"
"80532","8","4","TBR"
"80533","7","3","TBR"
"80534","5","9","OAK"
"80535","11","4","TBR"
"80536","8","5","TBR"
"80537","2","6","OAK"
"80538","7","6","TBR"
"80539","4","4","OAK"
"80540","6","7","OAK"
"80541","7","6","TBR"
"80542","12","4","TBR"
"80543","1","0","TBR"
"80544","7","5","TBR"
"80545","4","6","OAK"
"80546","7","5","TBR"
"80547","5","6","OAK"
"80548","4","0","TBR"
"80549","5","2","TBR"
"80550","2","3","OAK"
"80551","2","8","OAK"
"80552","6","11","OAK"
"80553","4","5","OAK"
"80554","4","2","TBR"
"80555","4","4","OAK"
"80556","5","1","TBR"
"80557","2","8","OAK"
"80558","1","12","OAK"
"80559","1","10","OAK"
"80560","2","8","OAK"
"80561","5","5","TBR"
"80562","0","5","OAK"
"80563","3","1","TBR"
"80564","1","5","OAK"
"80565","2","7","OAK"
"80566","2","0","TBR"
"80567","0","7","OAK"
"80568","1","1","TBR"
"80569","1","3","OAK"
"80570","5","3","TBR"
"80571","7","2","TBR"
"80572","0","5","OAK"
"80573","4","3","TBR"
"80574","5","3","TBR"
"80575","7","3","TBR"
"80576","4","3","TBR"
"80577","3","0","TBR"
"80578","2","6","OAK"
"80579","4","13","OAK"
"80580","9","8","TBR"
"80581","9","10","OAK"
"80582","6","9","OAK"
"80583","4","5","OAK"
"80584","5","3","TBR"
"80585","7","13","OAK"
"80586","8","6","TBR"
"80587","3","2","TBR"
"80588","10","1","TBR"
"80589","5","6","OAK"
"80590","11","4","TBR"
"80591","1","8","OAK"
"80592","2","1","TBR"
"80593","3","2","TBR"
"80594","7","10","OAK"
"80595","4","4","OAK"
"80596","5","3","TBR"
"80597","16","2","TBR"
"80598","5","3","TBR"
"80599","7","3","TBR"
"80600","0","4","OAK"
"80601","9","7","TBR"
"80602","9","9","TBR"
"80603","6","1","TBR"
"80604","9","0","TBR"
"80605","7","10","OAK"
"80606","7","3","TBR"
"80607","8","4","TBR"
"80608","3","5","OAK"
"80609","4","3","TBR"
"80610","5","2","TBR"
"80611","4","3","TBR"
"80612","5","6","OAK"
"80613","6","1","TBR"
"80614","6","1","TBR"
"80615","5","2","TBR"
"80616","9","5","TBR"
"80617","9","7","TBR"
"80618","4","10","OAK"
"80619","3","1","TBR"
"80620","7","8","OAK"
"80621","4","1","TBR"
"80622","4","4","OAK"
"80623","4","4","OAK"
"80624","3","5","OAK"
"80625","3","2","TBR"
"80626","3","2","TBR"
"80627","4","4","TBR"
"80628","2","6","OAK"
"80629","9","11","OAK"
"80630","5","2","TBR"
"80631","4","5","OAK"
"80632","4","6","OAK"
"80633","4","7","OAK"
"80634","2","1","TBR"
"80635","3","12","OAK"
"80636","4","5","OAK"
"80637","4","1","TBR"
"80638","7","4","TBR"
"80639","3","1","TBR"
"80640","10","10","OAK"
"80641","6","4","TBR"
"80642","5","3","TBR"
"80643","2","4","OAK"
"80644","5","2","TBR"
"80645","12","12","TBR"
"80646","1","2","OAK"
"80647","2","5","OAK"
"80648","0","8","OAK"
"80649","7","4","TBR"
"80650","3","6","OAK"
"80651","4","7","OAK"
"80652","10","8","TBR"
"80653","8","6","TBR"
"80654","9","9","OAK"
"80655","1","5","OAK"
"80656","6","4","TBR"
"80657","3","10","OAK"
"80658","7","4","TBR"
"80659","6","4","TBR"
"80660","9","3","TBR"
"80661","4","0","TBR"
"80662","2","3","OAK"
"80663","5","8","OAK"
"80664","6","1","TBR"
"80665","2","7","OAK"
"80666","3","10","OAK"
"80667","2","9","OAK"
"80668","3","2","TBR"
"80669","2","3","OAK"
"80670","5","8","OAK"
"80671","6","0","TBR"
"80672","8","4","TBR"
"80673","9","9","TBR"
"80674","9","6","TBR"
"80675","3","9","OAK"
"80676","0","2","OAK"
"80677","7","6","TBR"
"80678","8","4","TBR"
"80679","7","9","OAK"
"80680","6","1","TBR"
"80681","3","1","TBR"
"80682","1","7","OAK"
"80683","3","8","OAK"
"80684","4","7","OAK"
"80685","2","6","OAK"
"80686","4","2","TBR"
"80687","9","7","TBR"
"80688","0","6","OAK"
"80689","3","5","OAK"
"80690","4","10","OAK"
"80691","3","6","OAK"
"80692","1","9","OAK"
"80693","4","1","TBR"
"80694","3","9","OAK"
"80695","13","5","TBR"
"80696","3","4","OAK"
"80697","8","6","TBR"
"80698","6","0","TBR"
"80699","4","4","OAK"
"80700","3","7","OAK"
"80701","2","6","OAK"
"80702","2","4","OAK"
"80703","2","0","TBR"
"80704","4","5","OAK"
"80705","6","10","OAK"
"80706","3","4","OAK"
"80707","1","3","OAK"
"80708","5","4","TBR"
"80709","4","2","TBR"
"80710","16","13","TBR"
"80711","3","4","OAK"
"80712","7","5","TBR"
"80713","2","5","OAK"
"80714","5","1","TBR"
"80715","8","6","TBR"
"80716","8","0","TBR"
"80717","8","0","TBR"
"80718","6","5","TBR"
"80719","4","5","OAK"
"80720","8","3","TBR"
"80721","4","3","TBR"
"80722","9","4","TBR"
"80723","3","4","OAK"
"80724","4","2","TBR"
"80725","5","3","TBR"
"80726","0","6","OAK"
"80727","6","3","TBR"
"80728","6","3","TBR"
