"","TBR","OAK","Winner"
"1148","10","0","TBR"
"1149","12","4","TBR"
"1150","10","6","TBR"
"1151","3","6","OAK"
"1152","6","9","OAK"
"1153","6","4","TBR"
"1154","12","4","TBR"
"1155","8","5","TBR"
"1156","0","0","OAK"
"1157","8","10","OAK"
"1158","7","5","TBR"
"1159","7","3","TBR"
"1160","6","13","OAK"
"1161","3","3","OAK"
"1162","11","3","TBR"
"1163","4","9","OAK"
"1164","4","16","OAK"
"1165","7","2","TBR"
"1166","10","5","TBR"
"1167","7","6","TBR"
"1168","0","6","OAK"
"1169","4","4","OAK"
"1170","6","2","TBR"
"1171","1","5","OAK"
"1172","14","1","TBR"
"1173","6","5","TBR"
"1174","1","3","OAK"
"1175","8","5","TBR"
"1176","6","3","TBR"
"1177","6","1","TBR"
"1178","5","7","OAK"
"1179","7","1","TBR"
"1180","11","2","TBR"
"1181","6","5","TBR"
"1182","10","6","TBR"
"1183","0","13","OAK"
"1184","5","9","OAK"
"1185","6","1","TBR"
"1186","8","1","TBR"
"1187","2","4","OAK"
"1188","2","8","OAK"
"1189","7","8","OAK"
"1190","6","5","TBR"
"1191","9","6","TBR"
"1192","1","12","OAK"
"1193","15","4","TBR"
"1194","4","6","OAK"
"1195","5","4","TBR"
"1196","3","7","OAK"
"1197","5","6","OAK"
"1198","3","5","OAK"
"1199","4","11","OAK"
"1200","3","3","TBR"
"1201","1","3","OAK"
"1202","10","9","TBR"
"1203","2","4","OAK"
"1204","2","8","OAK"
"1205","4","10","OAK"
"1206","1","3","OAK"
"1207","3","3","OAK"
"1208","3","2","TBR"
"1209","5","6","OAK"
"1210","1","1","TBR"
"1211","3","4","OAK"
"1212","6","5","TBR"
"1213","6","10","OAK"
"1214","7","2","TBR"
"1215","0","3","OAK"
"1216","1","2","OAK"
"1217","5","4","TBR"
"1218","5","7","OAK"
"1219","7","7","TBR"
"1220","1","0","TBR"
"1221","4","2","TBR"
"1222","16","6","TBR"
"1223","0","18","OAK"
"1224","9","5","TBR"
"1225","6","8","OAK"
"1226","2","2","TBR"
"1227","7","0","TBR"
"1228","7","5","TBR"
"1229","2","3","OAK"
"1230","2","17","OAK"
"1231","5","1","TBR"
"1232","12","3","TBR"
"1233","11","1","TBR"
"1234","1","12","OAK"
"1235","9","13","OAK"
"1236","3","3","OAK"
"1237","2","6","OAK"
"1238","1","5","OAK"
"1239","3","4","OAK"
"1240","6","9","OAK"
"1241","5","3","TBR"
"1242","7","10","OAK"
"1243","3","13","OAK"
"1244","6","6","TBR"
"1245","4","4","TBR"
"1246","5","12","OAK"
"1247","5","3","TBR"
"1248","0","5","OAK"
"1249","3","2","TBR"
"1250","6","6","OAK"
"1251","5","3","TBR"
"1252","17","3","TBR"
"1253","6","2","TBR"
"1254","4","3","TBR"
"1255","4","5","OAK"
"1256","3","8","OAK"
"1257","3","8","OAK"
"1258","4","2","TBR"
"1259","4","0","TBR"
"1260","0","4","OAK"
"1261","7","3","TBR"
"1262","3","4","OAK"
"1263","2","5","OAK"
"1264","7","6","TBR"
"1265","5","1","TBR"
"1266","5","5","TBR"
"1267","6","7","OAK"
"1268","0","2","OAK"
"1269","6","8","OAK"
"1270","13","3","TBR"
"1271","10","14","OAK"
"1272","4","7","OAK"
"1273","7","6","TBR"
"1274","4","3","TBR"
"1275","8","15","OAK"
"1276","8","4","TBR"
"1277","7","4","TBR"
"1278","4","6","OAK"
"1279","5","2","TBR"
"1280","5","1","TBR"
"1281","3","2","TBR"
"1282","10","0","TBR"
"1283","4","0","TBR"
"1284","7","14","OAK"
"1285","2","6","OAK"
"1286","5","3","TBR"
"1287","2","2","OAK"
"1288","9","6","TBR"
"1289","5","2","TBR"
"1290","8","2","TBR"
"1291","5","6","OAK"
"1292","7","5","TBR"
"1293","5","6","OAK"
"1294","2","9","OAK"
"1295","7","1","TBR"
"1296","11","6","TBR"
"1297","4","1","TBR"
"1298","4","10","OAK"
"1299","2","5","OAK"
"1300","6","5","TBR"
"1301","7","7","TBR"
"1302","6","4","TBR"
"1303","4","4","OAK"
"1304","2","6","OAK"
"1305","2","5","OAK"
"1306","5","7","OAK"
"1307","6","5","TBR"
"1308","1","6","OAK"
"1309","2","4","OAK"
"1310","6","10","OAK"
"1311","3","6","OAK"
"1312","8","1","TBR"
"1313","5","3","TBR"
"1314","0","4","OAK"
"1315","1","9","OAK"
"1316","1","10","OAK"
"1317","13","7","TBR"
"1318","12","0","TBR"
"1319","1","7","OAK"
"1320","0","7","OAK"
"1321","6","1","TBR"
"1322","8","1","TBR"
"1323","4","1","TBR"
"1324","7","5","TBR"
"1325","0","5","OAK"
"1326","7","7","TBR"
"1327","11","10","TBR"
"1328","4","4","TBR"
"1329","12","2","TBR"
"1330","7","3","TBR"
"1331","8","4","TBR"
"1332","5","2","TBR"
"1333","4","8","OAK"
"1334","5","1","TBR"
"1335","3","12","OAK"
"1336","3","6","OAK"
"1337","4","8","OAK"
"1338","1","4","OAK"
"1339","5","3","TBR"
"1340","0","2","OAK"
"1341","6","2","TBR"
"1342","1","4","OAK"
"1343","3","9","OAK"
"1344","1","5","OAK"
"1345","7","5","TBR"
"1346","2","9","OAK"
"1347","11","4","TBR"
"1348","3","7","OAK"
"1349","11","3","TBR"
"1350","4","8","OAK"
"1351","5","1","TBR"
"1352","4","4","TBR"
"1353","5","4","TBR"
"1354","9","6","TBR"
"1355","2","7","OAK"
"1356","5","2","TBR"
"1357","2","1","TBR"
"1358","8","7","TBR"
"1359","18","3","TBR"
"1360","5","5","OAK"
"1361","5","3","TBR"
"1362","5","7","OAK"
"1363","6","5","TBR"
"1364","8","9","OAK"
"1365","6","8","OAK"
"1366","12","11","TBR"
"1367","5","0","TBR"
"1368","4","5","OAK"
"1369","5","4","TBR"
"1370","5","2","TBR"
"1371","2","4","OAK"
"1372","4","5","OAK"
"1373","8","5","TBR"
"1374","1","9","OAK"
"1375","11","8","TBR"
"1376","13","1","TBR"
"1377","12","8","TBR"
"1378","2","0","TBR"
"1379","3","2","TBR"
"1380","3","1","TBR"
"1381","7","7","OAK"
"1382","9","4","TBR"
"1383","4","4","OAK"
"1384","3","7","OAK"
"1385","4","8","OAK"
"1386","2","6","OAK"
"1387","3","9","OAK"
"1388","7","2","TBR"
"1389","14","7","TBR"
"1390","5","2","TBR"
"1391","6","3","TBR"
"1392","3","4","OAK"
"1393","6","4","TBR"
"1394","10","4","TBR"
"1395","2","6","OAK"
"1396","3","2","TBR"
"1397","5","7","OAK"
"1398","1","4","OAK"
"1399","3","0","TBR"
"1400","3","2","TBR"
"1401","9","4","TBR"
"1402","7","4","TBR"
"1403","3","10","OAK"
"1404","6","8","OAK"
"1405","2","6","OAK"
"1406","4","5","OAK"
"1407","1","1","TBR"
"1408","3","9","OAK"
"1409","1","1","OAK"
"1410","6","0","TBR"
"1411","6","5","TBR"
"1412","1","1","OAK"
"1413","9","5","TBR"
"1414","3","5","OAK"
"1415","7","9","OAK"
"1416","3","1","TBR"
"1417","2","3","OAK"
"1418","3","8","OAK"
"1419","11","6","TBR"
"1420","13","12","TBR"
"1421","3","6","OAK"
"1422","19","10","TBR"
"1423","2","3","OAK"
"1424","5","9","OAK"
"1425","8","5","TBR"
"1426","8","5","TBR"
"1427","3","4","OAK"
"1428","7","8","OAK"
"1429","4","0","TBR"
"1430","2","9","OAK"
"1431","14","4","TBR"
"1432","3","7","OAK"
"1433","4","4","OAK"
"1434","3","6","OAK"
"1435","3","5","OAK"
"1436","3","5","OAK"
"1437","1","3","OAK"
"1438","3","5","OAK"
"1439","2","6","OAK"
"1440","4","2","TBR"
"1441","2","1","TBR"
"1442","8","2","TBR"
"1443","2","6","OAK"
"1444","14","4","TBR"
"1445","4","2","TBR"
"1446","1","6","OAK"
"1447","2","0","TBR"
"1448","1","4","OAK"
"1449","4","7","OAK"
"1450","6","4","TBR"
"1451","4","0","TBR"
"1452","3","3","OAK"
"1453","2","6","OAK"
"1454","9","5","TBR"
"1455","2","3","OAK"
"1456","3","14","OAK"
"1457","8","6","TBR"
"1458","11","4","TBR"
"1459","6","3","TBR"
"1460","5","12","OAK"
"1461","1","5","OAK"
"1462","1","5","OAK"
"1463","5","13","OAK"
"1464","3","4","OAK"
"1465","10","1","TBR"
"1466","6","0","TBR"
"1467","5","5","TBR"
"1468","1","1","OAK"
"1469","4","4","OAK"
"1470","9","0","TBR"
"1471","6","6","OAK"
"1472","2","5","OAK"
"1473","8","4","TBR"
"1474","6","8","OAK"
"1475","4","6","OAK"
"1476","2","1","TBR"
"1477","10","7","TBR"
"1478","0","1","OAK"
"1479","8","5","TBR"
"1480","9","6","TBR"
"1481","5","6","OAK"
"1482","1","4","OAK"
"1483","4","8","OAK"
"1484","2","9","OAK"
"1485","5","14","OAK"
"1486","4","0","TBR"
"1487","2","7","OAK"
"1488","8","5","TBR"
"1489","6","11","OAK"
"1490","4","6","OAK"
"1491","6","3","TBR"
"1492","4","8","OAK"
"1493","10","6","TBR"
"1494","5","7","OAK"
"1495","15","5","TBR"
"1496","5","2","TBR"
"1497","5","4","TBR"
"1498","3","7","OAK"
"1499","3","7","OAK"
"1500","14","4","TBR"
"1501","9","2","TBR"
"1502","3","3","TBR"
"1503","9","6","TBR"
"1504","5","2","TBR"
"1505","7","3","TBR"
"1506","8","3","TBR"
"1507","6","2","TBR"
"1508","10","2","TBR"
"1509","7","8","OAK"
"1510","6","4","TBR"
"1511","6","9","OAK"
"1512","0","4","OAK"
"1513","1","9","OAK"
"1514","3","0","TBR"
"1515","0","4","OAK"
"1516","4","8","OAK"
"1517","4","9","OAK"
"1518","5","3","TBR"
"1519","8","6","TBR"
"1520","10","2","TBR"
"1521","4","9","OAK"
"1522","6","4","TBR"
"1523","5","2","TBR"
"1524","3","7","OAK"
"1525","2","3","OAK"
"1526","2","6","OAK"
"1527","1","13","OAK"
"1528","6","6","OAK"
"1529","3","4","OAK"
"1530","7","7","OAK"
"1531","5","4","TBR"
"1532","1","7","OAK"
"1533","10","3","TBR"
"1534","4","4","TBR"
"1535","4","12","OAK"
"1536","7","1","TBR"
"1537","5","2","TBR"
"1538","1","2","OAK"
"1539","3","8","OAK"
"1540","13","7","TBR"
"1541","5","5","OAK"
"1542","4","8","OAK"
"1543","0","11","OAK"
"1544","4","5","OAK"
"1545","5","3","TBR"
"1546","8","7","TBR"
"1547","0","8","OAK"
"1548","4","11","OAK"
"1549","1","6","OAK"
"1550","3","6","OAK"
"1551","1","4","OAK"
"1552","12","5","TBR"
"1553","3","14","OAK"
"1554","1","3","OAK"
"1555","3","6","OAK"
"1556","9","11","OAK"
"1557","3","1","TBR"
"1558","8","7","TBR"
"1559","8","2","TBR"
"1560","7","2","TBR"
"1561","6","8","OAK"
"1562","5","1","TBR"
"1563","3","11","OAK"
"1564","3","6","OAK"
"1565","2","5","OAK"
"1566","11","6","TBR"
"1567","5","4","TBR"
"1568","10","2","TBR"
"1569","8","3","TBR"
"1570","5","9","OAK"
"1571","11","4","TBR"
"1572","2","5","OAK"
"1573","8","11","OAK"
"1574","0","8","OAK"
"1575","2","2","OAK"
"1576","8","4","TBR"
"1577","2","2","OAK"
"1578","10","1","TBR"
"1579","7","2","TBR"
"1580","5","5","OAK"
"1581","5","5","OAK"
"1582","1","2","OAK"
"1583","4","2","TBR"
"1584","7","1","TBR"
"1585","3","2","TBR"
"1586","0","2","OAK"
"1587","1","9","OAK"
"1588","10","7","TBR"
"1589","14","4","TBR"
"1590","3","3","TBR"
"1591","5","2","TBR"
"1592","2","3","OAK"
"1593","6","3","TBR"
"1594","5","9","OAK"
"1595","4","12","OAK"
"1596","6","0","TBR"
"1597","6","12","OAK"
"1598","6","4","TBR"
"1599","8","0","TBR"
"1600","8","4","TBR"
"1601","5","5","OAK"
"1602","5","9","OAK"
"1603","7","2","TBR"
"1604","3","3","TBR"
"1605","6","14","OAK"
"1606","2","3","OAK"
"1607","6","4","TBR"
"1608","2","6","OAK"
"1609","6","3","TBR"
"1610","2","5","OAK"
"1611","4","5","OAK"
"1612","7","6","TBR"
"1613","7","4","TBR"
"1614","5","1","TBR"
"1615","4","5","OAK"
"1616","2","0","TBR"
"1617","1","2","OAK"
"1618","5","6","OAK"
"1619","4","2","TBR"
"1620","10","2","TBR"
"1621","16","8","TBR"
"1622","3","2","TBR"
"1623","2","9","OAK"
"1624","6","8","OAK"
"1625","6","18","OAK"
"1626","2","6","OAK"
"1627","2","5","OAK"
"1628","6","6","OAK"
"1629","10","3","TBR"
"1630","1","14","OAK"
"1631","10","0","TBR"
"1632","8","6","TBR"
"1633","0","5","OAK"
"1634","3","6","OAK"
"1635","5","11","OAK"
"1636","11","3","TBR"
"1637","5","4","TBR"
"1638","1","0","TBR"
"1639","5","7","OAK"
"1640","1","6","OAK"
"1641","2","5","OAK"
"1642","10","5","TBR"
"1643","1","2","OAK"
"1644","5","7","OAK"
"1645","5","10","OAK"
"1646","12","13","OAK"
"1647","6","9","OAK"
"1648","5","7","OAK"
"1649","8","15","OAK"
"1650","3","5","OAK"
"1651","7","3","TBR"
"1652","3","3","OAK"
"1653","9","6","TBR"
"1654","4","4","OAK"
"1655","2","6","OAK"
"1656","8","1","TBR"
"1657","8","12","OAK"
"1658","8","10","OAK"
"1659","2","1","TBR"
"1660","2","7","OAK"
"1661","4","5","OAK"
"1662","7","9","OAK"
"1663","0","7","OAK"
"1664","1","5","OAK"
"1665","3","6","OAK"
"1666","3","4","OAK"
"1667","8","6","TBR"
"1668","8","7","TBR"
"1669","0","1","OAK"
"1670","3","5","OAK"
"1671","9","3","TBR"
"1672","4","0","TBR"
"1673","2","4","OAK"
"1674","5","16","OAK"
"1675","6","3","TBR"
"1676","4","7","OAK"
"1677","5","1","TBR"
"1678","1","13","OAK"
"1679","11","2","TBR"
"1680","2","4","OAK"
"1681","2","1","TBR"
"1682","5","6","OAK"
"1683","4","5","OAK"
"1684","13","5","TBR"
"1685","4","10","OAK"
"1686","0","5","OAK"
"1687","7","10","OAK"
"1688","2","9","OAK"
"1689","7","11","OAK"
"1690","6","5","TBR"
"1691","9","4","TBR"
"1692","9","3","TBR"
"1693","5","7","OAK"
"1694","6","5","TBR"
"1695","3","3","OAK"
"1696","2","1","TBR"
"1697","1","13","OAK"
"1698","4","13","OAK"
"1699","5","1","TBR"
"1700","3","5","OAK"
"1701","1","1","OAK"
"1702","2","2","OAK"
"1703","4","5","OAK"
"1704","6","2","TBR"
"1705","6","3","TBR"
"1706","1","5","OAK"
"1707","3","2","TBR"
"1708","4","2","TBR"
"1709","2","9","OAK"
"1710","9","8","TBR"
"1711","2","11","OAK"
"1712","2","7","OAK"
"1713","3","1","TBR"
"1714","4","4","TBR"
"1715","3","13","OAK"
"1716","8","9","OAK"
"1717","7","3","TBR"
"1718","6","5","TBR"
"1719","5","1","TBR"
"1720","10","23","OAK"
"1721","4","7","OAK"
"1722","7","0","TBR"
"1723","7","7","TBR"
"1724","5","4","TBR"
"1725","4","5","OAK"
"1726","8","3","TBR"
"1727","0","4","OAK"
"1728","1","3","OAK"
"1729","9","5","TBR"
"1730","9","6","TBR"
"1731","10","8","TBR"
"1732","10","2","TBR"
"1733","2","11","OAK"
"1734","6","3","TBR"
"1735","5","1","TBR"
"1736","4","6","OAK"
"1737","2","6","OAK"
"1738","5","4","TBR"
"1739","6","10","OAK"
"1740","3","2","TBR"
"1741","1","13","OAK"
"1742","4","1","TBR"
"1743","3","3","OAK"
"1744","5","0","TBR"
"1745","8","6","TBR"
"1746","2","9","OAK"
"1747","3","11","OAK"
"1748","3","4","OAK"
"1749","2","8","OAK"
"1750","7","5","TBR"
"1751","5","3","TBR"
"1752","4","8","OAK"
"1753","1","6","OAK"
"1754","7","1","TBR"
"1755","1","0","TBR"
"1756","7","5","TBR"
"1757","3","4","OAK"
"1758","6","7","OAK"
"1759","8","8","OAK"
"1760","9","3","TBR"
"1761","11","1","TBR"
"1762","2","6","OAK"
"1763","3","6","OAK"
"1764","3","10","OAK"
"1765","3","8","OAK"
"1766","4","3","TBR"
"1767","8","4","TBR"
"1768","2","6","OAK"
"1769","4","9","OAK"
"1770","4","2","TBR"
"1771","1","7","OAK"
"1772","5","3","TBR"
"1773","4","9","OAK"
"1774","7","7","TBR"
"1775","3","4","OAK"
"1776","5","5","TBR"
"1777","8","2","TBR"
"1778","4","3","TBR"
"1779","11","7","TBR"
"1780","6","5","TBR"
"1781","5","7","OAK"
"1782","7","2","TBR"
"1783","3","4","OAK"
"1784","4","7","OAK"
"1785","1","1","TBR"
"1786","11","2","TBR"
"1787","3","16","OAK"
"1788","1","4","OAK"
"1789","9","5","TBR"
"1790","9","4","TBR"
"1791","10","9","TBR"
"1792","4","5","OAK"
"1793","5","2","TBR"
"1794","6","9","OAK"
"1795","7","0","TBR"
"1796","2","0","TBR"
"1797","11","5","TBR"
"1798","3","3","OAK"
"1799","2","4","OAK"
"1800","2","6","OAK"
"1801","1","8","OAK"
"1802","9","5","TBR"
"1803","5","10","OAK"
"1804","8","3","TBR"
"1805","6","4","TBR"
"1806","9","16","OAK"
"1807","3","9","OAK"
"1808","3","5","OAK"
"1809","1","3","OAK"
"1810","0","2","OAK"
"1811","2","5","OAK"
"1812","6","7","OAK"
"1813","9","5","TBR"
"1814","5","9","OAK"
"1815","11","12","OAK"
"1816","5","1","TBR"
"1817","10","2","TBR"
"1818","4","9","OAK"
"1819","5","0","TBR"
"1820","9","4","TBR"
"1821","0","7","OAK"
"1822","1","4","OAK"
"1823","16","0","TBR"
"1824","7","9","OAK"
"1825","12","3","TBR"
"1826","3","1","TBR"
"1827","3","8","OAK"
"1828","1","5","OAK"
"1829","5","7","OAK"
"1830","1","9","OAK"
"1831","2","0","TBR"
"1832","6","7","OAK"
"1833","6","3","TBR"
"1834","8","6","TBR"
"1835","3","2","TBR"
"1836","2","13","OAK"
"1837","6","4","TBR"
"1838","1","0","TBR"
"1839","5","7","OAK"
"1840","5","5","OAK"
"1841","1","3","OAK"
"1842","14","7","TBR"
"1843","4","7","OAK"
"1844","10","6","TBR"
"1845","0","2","OAK"
"1846","2","15","OAK"
"1847","5","7","OAK"
"1848","5","4","TBR"
"1849","4","4","TBR"
"1850","6","6","TBR"
"1851","5","4","TBR"
"1852","8","2","TBR"
"1853","3","3","TBR"
"1854","1","1","OAK"
"1855","7","7","TBR"
"1856","2","1","TBR"
"1857","7","0","TBR"
"1858","11","2","TBR"
"1859","7","2","TBR"
"1860","7","6","TBR"
"1861","2","8","OAK"
"1862","12","3","TBR"
"1863","6","3","TBR"
"1864","3","2","TBR"
"1865","4","3","TBR"
"1866","4","7","OAK"
"1867","1","7","OAK"
"1868","8","0","TBR"
"1869","10","10","TBR"
"1870","9","9","TBR"
"1871","4","5","OAK"
"1872","1","2","OAK"
"1873","4","4","TBR"
"1874","6","7","OAK"
"1875","4","2","TBR"
"1876","12","2","TBR"
"1877","2","13","OAK"
"1878","10","4","TBR"
"1879","3","4","OAK"
"1880","8","3","TBR"
"1881","5","5","OAK"
"1882","7","4","TBR"
"1883","4","12","OAK"
"1884","3","6","OAK"
"1885","6","4","TBR"
"1886","3","14","OAK"
"1887","4","6","OAK"
"1888","6","0","TBR"
"1889","5","11","OAK"
"1890","7","9","OAK"
"1891","1","9","OAK"
"1892","5","10","OAK"
"1893","3","1","TBR"
"1894","3","3","TBR"
"1895","8","0","TBR"
"1896","5","5","TBR"
"1897","4","6","OAK"
"1898","13","4","TBR"
"1899","3","3","TBR"
"1900","6","10","OAK"
"1901","8","4","TBR"
"1902","3","8","OAK"
"1903","3","6","OAK"
"1904","4","4","OAK"
"1905","3","5","OAK"
"1906","9","6","TBR"
"1907","15","2","TBR"
"1908","4","4","OAK"
"1909","5","5","OAK"
"1910","9","6","TBR"
"1911","3","4","OAK"
"1912","4","1","TBR"
"1913","0","2","OAK"
"1914","3","5","OAK"
"1915","1","4","OAK"
"1916","2","0","TBR"
"1917","4","4","TBR"
"1918","6","2","TBR"
"1919","0","1","OAK"
"1920","5","1","TBR"
"1921","9","5","TBR"
"1922","12","6","TBR"
"1923","10","7","TBR"
"1924","6","7","OAK"
"1925","1","6","OAK"
"1926","3","4","OAK"
"1927","2","3","OAK"
"1928","4","3","TBR"
"1929","6","7","OAK"
"1930","4","6","OAK"
"1931","1","7","OAK"
"1932","2","1","TBR"
"1933","3","8","OAK"
"1934","1","6","OAK"
"1935","0","9","OAK"
"1936","7","1","TBR"
"1937","2","6","OAK"
"1938","5","2","TBR"
"1939","3","2","TBR"
"1940","7","3","TBR"
"1941","2","12","OAK"
"1942","17","9","TBR"
"1943","4","5","OAK"
"1944","2","6","OAK"
"1945","5","3","TBR"
"1946","6","3","TBR"
"1947","7","1","TBR"
"1948","5","1","TBR"
"1949","7","4","TBR"
"1950","3","5","OAK"
"1951","3","6","OAK"
"1952","4","6","OAK"
"1953","5","7","OAK"
"1954","2","8","OAK"
"1955","2","0","TBR"
"1956","3","4","OAK"
"1957","16","3","TBR"
"1958","7","10","OAK"
"1959","9","9","OAK"
"1960","9","5","TBR"
"1961","8","5","TBR"
"1962","2","3","OAK"
"1963","5","6","OAK"
"1964","9","1","TBR"
"1965","3","9","OAK"
"1966","0","5","OAK"
"1967","1","8","OAK"
"1968","7","2","TBR"
"1969","5","4","TBR"
"1970","3","3","TBR"
"1971","1","9","OAK"
"1972","2","5","OAK"
"1973","3","7","OAK"
"1974","1","4","OAK"
"1975","2","5","OAK"
"1976","6","2","TBR"
"1977","1","8","OAK"
"1978","3","4","OAK"
"1979","6","0","TBR"
"1980","5","6","OAK"
"1981","9","17","OAK"
"1982","1","12","OAK"
"1983","2","2","OAK"
"1984","0","9","OAK"
"1985","6","4","TBR"
"1986","2","2","TBR"
"1987","3","9","OAK"
"1988","3","1","TBR"
"1989","7","2","TBR"
"1990","4","12","OAK"
"1991","1","9","OAK"
"1992","6","2","TBR"
"1993","7","1","TBR"
"1994","7","7","OAK"
"1995","6","14","OAK"
"1996","6","7","OAK"
"1997","2","4","OAK"
"1998","5","8","OAK"
"1999","3","5","OAK"
"2000","6","3","TBR"
"2001","11","8","TBR"
"2002","0","4","OAK"
"2003","3","3","TBR"
"2004","7","3","TBR"
"2005","5","2","TBR"
"2006","6","7","OAK"
"2007","9","6","TBR"
"2008","6","6","TBR"
"2009","1","2","OAK"
"2010","8","0","TBR"
"2011","10","3","TBR"
"2012","3","1","TBR"
"2013","2","2","TBR"
"2014","2","8","OAK"
"2015","4","0","TBR"
"2016","5","4","TBR"
"2017","0","0","TBR"
"2018","3","8","OAK"
"2019","4","7","OAK"
"2020","2","0","TBR"
"2021","2","8","OAK"
"2022","6","2","TBR"
"2023","3","12","OAK"
"2024","6","7","OAK"
"2025","2","5","OAK"
"2026","1","5","OAK"
"2027","4","8","OAK"
"2028","3","4","OAK"
"2029","4","4","OAK"
"2030","5","4","TBR"
"2031","5","1","TBR"
"2032","2","5","OAK"
"2033","3","0","TBR"
"2034","1","5","OAK"
"2035","7","1","TBR"
"2036","5","8","OAK"
"2037","2","2","OAK"
"2038","3","7","OAK"
"2039","14","4","TBR"
"2040","4","1","TBR"
"2041","11","1","TBR"
"2042","11","7","TBR"
"2043","5","8","OAK"
"2044","2","7","OAK"
"2045","0","5","OAK"
"2046","7","11","OAK"
"2047","5","9","OAK"
"2048","4","2","TBR"
"2049","4","4","TBR"
"2050","3","12","OAK"
"2051","5","1","TBR"
"2052","4","3","TBR"
"2053","3","0","TBR"
"2054","5","4","TBR"
"2055","4","9","OAK"
"2056","6","4","TBR"
"2057","6","4","TBR"
"2058","6","3","TBR"
"2059","4","12","OAK"
"2060","4","1","TBR"
"2061","3","2","TBR"
"2062","8","4","TBR"
"2063","4","9","OAK"
"2064","5","3","TBR"
"2065","6","2","TBR"
"2066","6","7","OAK"
"2067","5","2","TBR"
"2068","4","0","TBR"
"2069","8","1","TBR"
"2070","7","6","TBR"
"2071","2","1","TBR"
"2072","8","3","TBR"
"2073","7","7","OAK"
"2074","1","11","OAK"
"2075","3","7","OAK"
"2076","9","6","TBR"
"2077","4","1","TBR"
"2078","5","5","OAK"
"2079","8","7","TBR"
"2080","0","10","OAK"
"2081","4","1","TBR"
"2082","2","2","OAK"
"2083","5","6","OAK"
"2084","0","0","OAK"
"2085","3","3","OAK"
"2086","2","0","TBR"
"2087","11","1","TBR"
"2088","1","3","OAK"
"2089","5","10","OAK"
"2090","4","2","TBR"
"2091","3","6","OAK"
"2092","8","4","TBR"
"2093","8","7","TBR"
"2094","5","7","OAK"
"2095","8","2","TBR"
"2096","0","0","TBR"
"2097","3","16","OAK"
"2098","3","5","OAK"
"2099","3","4","OAK"
"2100","13","7","TBR"
"2101","5","4","TBR"
"2102","5","0","TBR"
"2103","7","4","TBR"
"2104","1","4","OAK"
"2105","7","2","TBR"
"2106","4","11","OAK"
"2107","4","1","TBR"
"2108","7","6","TBR"
"2109","6","7","OAK"
"2110","3","5","OAK"
"2111","15","14","TBR"
"2112","5","2","TBR"
"2113","8","1","TBR"
"2114","5","4","TBR"
"2115","4","4","OAK"
"2116","10","8","TBR"
"2117","6","10","OAK"
"2118","2","10","OAK"
"2119","6","6","OAK"
"2120","3","17","OAK"
"2121","7","3","TBR"
"2122","3","10","OAK"
"2123","6","9","OAK"
"2124","10","6","TBR"
"2125","5","4","TBR"
"2126","3","4","OAK"
"2127","14","4","TBR"
"2128","2","4","OAK"
"2129","7","5","TBR"
"2130","7","2","TBR"
"2131","4","2","TBR"
"2132","3","2","TBR"
"2133","4","2","TBR"
"2134","9","7","TBR"
"2135","3","7","OAK"
"2136","0","5","OAK"
"2137","2","11","OAK"
"2138","2","7","OAK"
"2139","3","7","OAK"
"2140","11","5","TBR"
"2141","2","6","OAK"
"2142","4","9","OAK"
"2143","7","6","TBR"
"2144","8","6","TBR"
"2145","9","2","TBR"
"2146","5","5","OAK"
"2147","3","1","TBR"
"2148","3","6","OAK"
"2149","3","6","OAK"
"2150","3","1","TBR"
"2151","6","1","TBR"
"2152","4","12","OAK"
"2153","6","5","TBR"
"2154","7","7","OAK"
"2155","4","10","OAK"
"2156","5","8","OAK"
"2157","12","3","TBR"
"2158","3","5","OAK"
"2159","6","10","OAK"
"2160","5","7","OAK"
"2161","6","5","TBR"
"2162","4","0","TBR"
"2163","7","0","TBR"
"2164","1","8","OAK"
"2165","8","11","OAK"
"2166","9","3","TBR"
"2167","7","0","TBR"
"2168","9","2","TBR"
"2169","8","8","OAK"
"2170","8","5","TBR"
"2171","1","4","OAK"
"2172","5","2","TBR"
"2173","7","6","TBR"
"2174","1","2","OAK"
