"","MIL","WSN","Winner"
"1148","2","2","WSN"
"1149","6","5","MIL"
"1150","5","0","MIL"
"1151","2","5","WSN"
"1152","9","4","MIL"
"1153","6","2","MIL"
"1154","7","4","MIL"
"1155","4","1","MIL"
"1156","5","3","MIL"
"1157","5","2","MIL"
"1158","12","0","MIL"
"1159","10","2","MIL"
"1160","4","3","MIL"
"1161","14","1","MIL"
"1162","8","4","MIL"
"1163","4","1","MIL"
"1164","1","7","WSN"
"1165","3","5","WSN"
"1166","6","3","MIL"
"1167","3","2","MIL"
"1168","9","5","MIL"
"1169","4","1","MIL"
"1170","0","6","WSN"
"1171","4","4","MIL"
"1172","7","4","MIL"
"1173","2","6","WSN"
"1174","4","1","MIL"
"1175","2","0","MIL"
"1176","8","4","MIL"
"1177","1","1","MIL"
"1178","5","0","MIL"
"1179","4","1","MIL"
"1180","1","4","WSN"
"1181","3","2","MIL"
"1182","10","5","MIL"
"1183","6","9","WSN"
"1184","4","1","MIL"
"1185","1","1","MIL"
"1186","3","4","WSN"
"1187","3","1","MIL"
"1188","1","4","WSN"
"1189","9","0","MIL"
"1190","0","5","WSN"
"1191","1","1","MIL"
"1192","1","2","WSN"
"1193","5","6","WSN"
"1194","6","4","MIL"
"1195","2","5","WSN"
"1196","8","0","MIL"
"1197","2","6","WSN"
"1198","1","3","WSN"
"1199","6","3","MIL"
"1200","7","2","MIL"
"1201","12","5","MIL"
"1202","1","4","WSN"
"1203","6","1","MIL"
"1204","2","1","MIL"
"1205","3","3","WSN"
"1206","3","5","WSN"
"1207","12","7","MIL"
"1208","8","3","MIL"
"1209","10","0","MIL"
"1210","2","2","MIL"
"1211","5","4","MIL"
"1212","3","5","WSN"
"1213","4","7","WSN"
"1214","1","5","WSN"
"1215","3","7","WSN"
"1216","7","8","WSN"
"1217","6","9","WSN"
"1218","4","8","WSN"
"1219","8","0","MIL"
"1220","8","1","MIL"
"1221","2","2","WSN"
"1222","3","3","MIL"
"1223","11","4","MIL"
"1224","4","9","WSN"
"1225","5","4","MIL"
"1226","5","3","MIL"
"1227","1","0","MIL"
"1228","2","1","MIL"
"1229","2","2","MIL"
"1230","7","4","MIL"
"1231","8","0","MIL"
"1232","15","2","MIL"
"1233","3","1","MIL"
"1234","2","3","WSN"
"1235","3","1","MIL"
"1236","4","7","WSN"
"1237","6","0","MIL"
"1238","0","4","WSN"
"1239","8","3","MIL"
"1240","3","1","MIL"
"1241","5","2","MIL"
"1242","9","2","MIL"
"1243","5","2","MIL"
"1244","5","5","WSN"
"1245","8","4","MIL"
"1246","5","2","MIL"
"1247","7","8","WSN"
"1248","4","3","MIL"
"1249","4","3","MIL"
"1250","2","4","WSN"
"1251","2","0","MIL"
"1252","1","4","WSN"
"1253","1","5","WSN"
"1254","4","0","MIL"
"1255","4","2","MIL"
"1256","1","2","WSN"
"1257","7","0","MIL"
"1258","1","5","WSN"
"1259","3","1","MIL"
"1260","3","2","MIL"
"1261","1","0","MIL"
"1262","3","8","WSN"
"1263","0","3","WSN"
"1264","11","5","MIL"
"1265","5","6","WSN"
"1266","7","2","MIL"
"1267","4","3","MIL"
"1268","5","2","MIL"
"1269","2","4","WSN"
"1270","4","4","WSN"
"1271","2","3","WSN"
"1272","8","3","MIL"
"1273","8","4","MIL"
"1274","5","0","MIL"
"1275","8","3","MIL"
"1276","7","1","MIL"
"1277","4","6","WSN"
"1278","3","1","MIL"
"1279","8","6","MIL"
"1280","5","4","MIL"
"1281","4","4","MIL"
"1282","14","2","MIL"
"1283","5","12","WSN"
"1284","11","4","MIL"
"1285","3","2","MIL"
"1286","6","2","MIL"
"1287","6","1","MIL"
"1288","2","3","WSN"
"1289","5","5","WSN"
"1290","2","6","WSN"
"1291","1","2","WSN"
"1292","6","9","WSN"
"1293","6","3","MIL"
"1294","4","7","WSN"
"1295","7","2","MIL"
"1296","5","2","MIL"
"1297","2","2","MIL"
"1298","4","3","MIL"
"1299","12","0","MIL"
"1300","2","1","MIL"
"1301","6","2","MIL"
"1302","5","2","MIL"
"1303","4","3","MIL"
"1304","8","2","MIL"
"1305","4","6","WSN"
"1306","7","0","MIL"
"1307","2","0","MIL"
"1308","4","2","MIL"
"1309","10","2","MIL"
"1310","3","2","MIL"
"1311","3","3","WSN"
"1312","2","5","WSN"
"1313","4","4","WSN"
"1314","9","9","MIL"
"1315","1","0","MIL"
"1316","10","2","MIL"
"1317","0","0","MIL"
"1318","6","2","MIL"
"1319","2","1","MIL"
"1320","6","3","MIL"
"1321","5","6","WSN"
"1322","4","3","MIL"
"1323","7","1","MIL"
"1324","1","5","WSN"
"1325","0","3","WSN"
"1326","3","4","WSN"
"1327","0","2","WSN"
"1328","4","2","MIL"
"1329","4","0","MIL"
"1330","1","1","MIL"
"1331","5","5","WSN"
"1332","7","4","MIL"
"1333","7","3","MIL"
"1334","7","1","MIL"
"1335","4","0","MIL"
"1336","4","3","MIL"
"1337","3","1","MIL"
"1338","5","2","MIL"
"1339","13","0","MIL"
"1340","9","4","MIL"
"1341","8","1","MIL"
"1342","6","1","MIL"
"1343","2","5","WSN"
"1344","8","4","MIL"
"1345","10","1","MIL"
"1346","2","2","WSN"
"1347","10","5","MIL"
"1348","9","9","WSN"
"1349","4","5","WSN"
"1350","9","3","MIL"
"1351","2","1","MIL"
"1352","1","1","WSN"
"1353","6","2","MIL"
"1354","12","0","MIL"
"1355","5","4","MIL"
"1356","3","3","MIL"
"1357","2","0","MIL"
"1358","8","1","MIL"
"1359","0","4","WSN"
"1360","1","3","WSN"
"1361","1","3","WSN"
"1362","5","2","MIL"
"1363","15","2","MIL"
"1364","5","0","MIL"
"1365","5","5","MIL"
"1366","5","6","WSN"
"1367","3","5","WSN"
"1368","5","2","MIL"
"1369","8","2","MIL"
"1370","3","9","WSN"
"1371","9","2","MIL"
"1372","4","3","MIL"
"1373","4","4","WSN"
"1374","4","0","MIL"
"1375","13","7","MIL"
"1376","10","1","MIL"
"1377","6","1","MIL"
"1378","0","2","WSN"
"1379","7","4","MIL"
"1380","1","6","WSN"
"1381","1","5","WSN"
"1382","3","3","MIL"
"1383","5","1","MIL"
"1384","3","4","WSN"
"1385","12","4","MIL"
"1386","5","3","MIL"
"1387","4","4","WSN"
"1388","1","1","MIL"
"1389","2","3","WSN"
"1390","5","0","MIL"
"1391","6","7","WSN"
"1392","3","8","WSN"
"1393","1","1","WSN"
"1394","5","6","WSN"
"1395","1","2","WSN"
"1396","2","1","MIL"
"1397","6","3","MIL"
"1398","2","1","MIL"
"1399","11","1","MIL"
"1400","9","3","MIL"
"1401","0","1","WSN"
"1402","3","0","MIL"
"1403","10","9","MIL"
"1404","6","1","MIL"
"1405","10","7","MIL"
"1406","7","2","MIL"
"1407","7","0","MIL"
"1408","7","4","MIL"
"1409","6","4","MIL"
"1410","5","1","MIL"
"1411","5","2","MIL"
"1412","6","0","MIL"
"1413","8","2","MIL"
"1414","0","6","WSN"
"1415","5","5","MIL"
"1416","2","4","WSN"
"1417","8","1","MIL"
"1418","0","2","WSN"
"1419","4","0","MIL"
"1420","10","3","MIL"
"1421","10","5","MIL"
"1422","3","6","WSN"
"1423","1","2","WSN"
"1424","4","3","MIL"
"1425","9","0","MIL"
"1426","8","2","MIL"
"1427","0","7","WSN"
"1428","7","3","MIL"
"1429","7","2","MIL"
"1430","5","3","MIL"
"1431","4","2","MIL"
"1432","5","5","WSN"
"1433","7","2","MIL"
"1434","7","3","MIL"
"1435","4","1","MIL"
"1436","5","2","MIL"
"1437","10","4","MIL"
"1438","6","1","MIL"
"1439","5","0","MIL"
"1440","0","5","WSN"
"1441","6","2","MIL"
"1442","5","9","WSN"
"1443","7","5","MIL"
"1444","3","1","MIL"
"1445","5","5","WSN"
"1446","7","1","MIL"
"1447","6","2","MIL"
"1448","3","1","MIL"
"1449","3","1","MIL"
"1450","5","2","MIL"
"1451","7","5","MIL"
"1452","5","3","MIL"
"1453","5","0","MIL"
"1454","4","4","WSN"
"1455","1","9","WSN"
"1456","11","3","MIL"
"1457","7","3","MIL"
"1458","11","1","MIL"
"1459","1","8","WSN"
"1460","3","0","MIL"
"1461","4","0","MIL"
"1462","2","0","MIL"
"1463","5","4","MIL"
"1464","3","1","MIL"
"1465","4","1","MIL"
"1466","8","7","MIL"
"1467","8","2","MIL"
"1468","4","5","WSN"
"1469","2","1","MIL"
"1470","7","1","MIL"
"1471","2","2","MIL"
"1472","5","7","WSN"
"1473","10","3","MIL"
"1474","10","5","MIL"
"1475","5","2","MIL"
"1476","1","2","WSN"
"1477","4","0","MIL"
"1478","4","4","WSN"
"1479","6","3","MIL"
"1480","8","1","MIL"
"1481","4","3","MIL"
"1482","9","5","MIL"
"1483","4","4","WSN"
"1484","9","1","MIL"
"1485","7","6","MIL"
"1486","6","5","MIL"
"1487","3","3","WSN"
"1488","5","5","WSN"
"1489","10","4","MIL"
"1490","1","5","WSN"
"1491","5","4","MIL"
"1492","9","2","MIL"
"1493","4","3","MIL"
"1494","10","0","MIL"
"1495","1","0","MIL"
"1496","3","3","WSN"
"1497","4","4","WSN"
"1498","8","0","MIL"
"1499","1","1","MIL"
"1500","3","0","MIL"
"1501","4","1","MIL"
"1502","2","1","MIL"
"1503","0","3","WSN"
"1504","10","5","MIL"
"1505","15","0","MIL"
"1506","1","2","WSN"
"1507","4","8","WSN"
"1508","1","1","MIL"
"1509","10","1","MIL"
"1510","6","5","MIL"
"1511","1","1","MIL"
"1512","4","4","WSN"
"1513","4","2","MIL"
"1514","3","0","MIL"
"1515","3","2","MIL"
"1516","1","5","WSN"
"1517","4","4","WSN"
"1518","3","4","WSN"
"1519","3","3","WSN"
"1520","10","5","MIL"
"1521","5","2","MIL"
"1522","6","0","MIL"
"1523","5","5","WSN"
"1524","13","2","MIL"
"1525","0","1","WSN"
"1526","3","3","MIL"
"1527","1","4","WSN"
"1528","1","3","WSN"
"1529","5","5","MIL"
"1530","2","0","MIL"
"1531","2","0","MIL"
"1532","3","2","MIL"
"1533","9","5","MIL"
"1534","9","2","MIL"
"1535","3","4","WSN"
"1536","9","4","MIL"
"1537","5","4","MIL"
"1538","2","1","MIL"
"1539","6","0","MIL"
"1540","1","0","MIL"
"1541","9","5","MIL"
"1542","5","2","MIL"
"1543","4","1","MIL"
"1544","7","2","MIL"
"1545","5","0","MIL"
"1546","1","3","WSN"
"1547","6","5","MIL"
"1548","8","6","MIL"
"1549","7","2","MIL"
"1550","4","3","MIL"
"1551","2","1","MIL"
"1552","8","3","MIL"
"1553","1","2","WSN"
"1554","12","4","MIL"
"1555","9","5","MIL"
"1556","8","3","MIL"
"1557","4","3","MIL"
"1558","3","4","WSN"
"1559","2","4","WSN"
"1560","5","1","MIL"
"1561","2","1","MIL"
"1562","7","4","MIL"
"1563","3","1","MIL"
"1564","5","3","MIL"
"1565","6","1","MIL"
"1566","6","1","MIL"
"1567","2","1","MIL"
"1568","6","0","MIL"
"1569","11","6","MIL"
"1570","1","3","WSN"
"1571","2","4","WSN"
"1572","4","1","MIL"
"1573","0","5","WSN"
"1574","7","1","MIL"
"1575","10","0","MIL"
"1576","2","5","WSN"
"1577","9","2","MIL"
"1578","4","1","MIL"
"1579","4","2","MIL"
"1580","2","2","WSN"
"1581","8","5","MIL"
"1582","3","2","MIL"
"1583","6","1","MIL"
"1584","5","1","MIL"
"1585","8","3","MIL"
"1586","7","7","WSN"
"1587","9","2","MIL"
"1588","1","2","WSN"
"1589","2","7","WSN"
"1590","6","9","WSN"
"1591","5","7","WSN"
"1592","5","0","MIL"
"1593","8","6","MIL"
"1594","3","3","MIL"
"1595","6","2","MIL"
"1596","5","3","MIL"
"1597","1","7","WSN"
"1598","2","3","WSN"
"1599","5","1","MIL"
"1600","6","9","WSN"
"1601","3","0","MIL"
"1602","7","0","MIL"
"1603","13","5","MIL"
"1604","3","0","MIL"
"1605","4","5","WSN"
"1606","16","0","MIL"
"1607","1","5","WSN"
"1608","1","8","WSN"
"1609","6","6","WSN"
"1610","4","3","MIL"
"1611","5","1","MIL"
"1612","0","1","WSN"
"1613","1","3","WSN"
"1614","3","5","WSN"
"1615","7","4","MIL"
"1616","4","5","WSN"
"1617","4","1","MIL"
"1618","2","1","MIL"
"1619","7","3","MIL"
"1620","8","4","MIL"
"1621","5","2","MIL"
"1622","3","2","MIL"
"1623","5","3","MIL"
"1624","4","9","WSN"
"1625","3","2","MIL"
"1626","2","6","WSN"
"1627","1","2","WSN"
"1628","9","3","MIL"
"1629","0","3","WSN"
"1630","1","6","WSN"
"1631","4","6","WSN"
"1632","3","4","WSN"
"1633","7","5","MIL"
"1634","9","1","MIL"
"1635","5","2","MIL"
"1636","1","2","WSN"
"1637","6","1","MIL"
"1638","12","1","MIL"
"1639","13","3","MIL"
"1640","3","2","MIL"
"1641","4","1","MIL"
"1642","5","2","MIL"
"1643","5","0","MIL"
"1644","5","3","MIL"
"1645","3","2","MIL"
"1646","7","2","MIL"
"1647","2","1","MIL"
"1648","1","4","WSN"
"1649","5","6","WSN"
"1650","3","1","MIL"
"1651","1","2","WSN"
"1652","1","0","MIL"
"1653","5","1","MIL"
"1654","3","4","WSN"
"1655","3","3","MIL"
"1656","8","4","MIL"
"1657","4","6","WSN"
"1658","2","2","MIL"
"1659","5","0","MIL"
"1660","2","1","MIL"
"1661","4","0","MIL"
"1662","6","2","MIL"
"1663","5","4","MIL"
"1664","7","2","MIL"
"1665","4","1","MIL"
"1666","7","6","MIL"
"1667","1","1","MIL"
"1668","7","9","WSN"
"1669","4","3","MIL"
"1670","4","2","MIL"
"1671","11","10","MIL"
"1672","0","1","WSN"
"1673","3","1","MIL"
"1674","12","2","MIL"
"1675","4","5","WSN"
"1676","7","1","MIL"
"1677","2","0","MIL"
"1678","3","5","WSN"
"1679","5","1","MIL"
"1680","0","1","WSN"
"1681","2","0","MIL"
"1682","7","3","MIL"
"1683","7","3","MIL"
"1684","5","3","MIL"
"1685","5","3","MIL"
"1686","4","2","MIL"
"1687","4","3","MIL"
"1688","10","1","MIL"
"1689","5","3","MIL"
"1690","5","1","MIL"
"1691","3","9","WSN"
"1692","8","1","MIL"
"1693","0","3","WSN"
"1694","17","3","MIL"
"1695","14","4","MIL"
"1696","4","3","MIL"
"1697","9","2","MIL"
"1698","5","3","MIL"
"1699","2","1","MIL"
"1700","4","2","MIL"
"1701","2","4","WSN"
"1702","2","0","MIL"
"1703","3","1","MIL"
"1704","5","1","MIL"
"1705","3","5","WSN"
"1706","3","1","MIL"
"1707","11","4","MIL"
"1708","3","5","WSN"
"1709","9","3","MIL"
"1710","6","2","MIL"
"1711","1","5","WSN"
"1712","4","6","WSN"
"1713","1","3","WSN"
"1714","3","8","WSN"
"1715","10","4","MIL"
"1716","1","2","WSN"
"1717","5","7","WSN"
"1718","9","5","MIL"
"1719","3","3","MIL"
"1720","6","4","MIL"
"1721","10","0","MIL"
"1722","2","2","MIL"
"1723","2","4","WSN"
"1724","15","0","MIL"
"1725","2","1","MIL"
"1726","2","2","MIL"
"1727","8","8","MIL"
"1728","9","8","MIL"
"1729","8","4","MIL"
"1730","8","2","MIL"
"1731","7","0","MIL"
"1732","4","7","WSN"
"1733","2","3","WSN"
"1734","8","4","MIL"
"1735","8","3","MIL"
"1736","1","1","MIL"
"1737","3","7","WSN"
"1738","4","3","MIL"
"1739","5","0","MIL"
"1740","4","0","MIL"
"1741","1","5","WSN"
"1742","4","0","MIL"
"1743","10","4","MIL"
"1744","6","1","MIL"
"1745","2","4","WSN"
"1746","8","4","MIL"
"1747","4","1","MIL"
"1748","10","0","MIL"
"1749","7","3","MIL"
"1750","9","3","MIL"
"1751","8","0","MIL"
"1752","6","2","MIL"
"1753","10","3","MIL"
"1754","6","3","MIL"
"1755","9","0","MIL"
"1756","6","2","MIL"
"1757","6","4","MIL"
"1758","5","7","WSN"
"1759","5","2","MIL"
"1760","8","7","MIL"
"1761","4","2","MIL"
"1762","12","3","MIL"
"1763","3","0","MIL"
"1764","4","5","WSN"
"1765","3","4","WSN"
"1766","1","4","WSN"
"1767","3","0","MIL"
"1768","5","1","MIL"
"1769","4","4","MIL"
"1770","6","9","WSN"
"1771","6","6","MIL"
"1772","7","3","MIL"
"1773","5","4","MIL"
"1774","6","5","MIL"
"1775","6","5","MIL"
"1776","4","2","MIL"
"1777","6","4","MIL"
"1778","1","0","MIL"
"1779","2","3","WSN"
"1780","3","6","WSN"
"1781","4","3","MIL"
"1782","1","3","WSN"
"1783","5","2","MIL"
"1784","6","0","MIL"
"1785","6","1","MIL"
"1786","8","1","MIL"
"1787","1","2","WSN"
"1788","4","4","WSN"
"1789","7","1","MIL"
"1790","7","3","MIL"
"1791","6","7","WSN"
"1792","6","1","MIL"
"1793","7","4","MIL"
"1794","2","6","WSN"
"1795","0","3","WSN"
"1796","5","0","MIL"
"1797","3","5","WSN"
"1798","10","1","MIL"
"1799","5","2","MIL"
"1800","5","9","WSN"
"1801","1","4","WSN"
"1802","4","3","MIL"
"1803","14","4","MIL"
"1804","6","2","MIL"
"1805","2","7","WSN"
"1806","12","8","MIL"
"1807","2","3","WSN"
"1808","7","2","MIL"
"1809","8","1","MIL"
"1810","6","0","MIL"
"1811","4","7","WSN"
"1812","3","0","MIL"
"1813","5","2","MIL"
"1814","0","5","WSN"
"1815","3","0","MIL"
"1816","7","0","MIL"
"1817","0","1","WSN"
"1818","9","1","MIL"
"1819","5","1","MIL"
"1820","3","3","MIL"
"1821","10","2","MIL"
"1822","13","4","MIL"
"1823","5","3","MIL"
"1824","7","2","MIL"
"1825","7","5","MIL"
"1826","3","4","WSN"
"1827","5","2","MIL"
"1828","7","4","MIL"
"1829","3","12","WSN"
"1830","4","0","MIL"
"1831","6","4","MIL"
"1832","2","2","MIL"
"1833","5","4","MIL"
"1834","6","4","MIL"
"1835","4","6","WSN"
"1836","2","1","MIL"
"1837","6","0","MIL"
"1838","3","4","WSN"
"1839","4","0","MIL"
"1840","2","3","WSN"
"1841","5","3","MIL"
"1842","12","1","MIL"
"1843","15","2","MIL"
"1844","2","2","MIL"
"1845","5","0","MIL"
"1846","10","3","MIL"
"1847","6","4","MIL"
"1848","3","4","WSN"
"1849","4","1","MIL"
"1850","7","5","MIL"
"1851","5","1","MIL"
"1852","7","4","MIL"
"1853","4","2","MIL"
"1854","2","2","WSN"
"1855","6","1","MIL"
"1856","4","1","MIL"
"1857","8","3","MIL"
"1858","7","2","MIL"
"1859","2","0","MIL"
"1860","10","4","MIL"
"1861","4","3","MIL"
"1862","2","2","MIL"
"1863","8","2","MIL"
"1864","4","9","WSN"
"1865","4","4","MIL"
"1866","3","2","MIL"
"1867","5","1","MIL"
"1868","13","1","MIL"
"1869","2","2","WSN"
"1870","2","3","WSN"
"1871","6","4","MIL"
"1872","3","3","WSN"
"1873","6","6","MIL"
"1874","5","4","MIL"
"1875","2","6","WSN"
"1876","7","3","MIL"
"1877","4","3","MIL"
"1878","1","4","WSN"
"1879","5","1","MIL"
"1880","1","3","WSN"
"1881","4","3","MIL"
"1882","9","0","MIL"
"1883","2","1","MIL"
"1884","7","2","MIL"
"1885","9","5","MIL"
"1886","4","6","WSN"
"1887","0","3","WSN"
"1888","3","6","WSN"
"1889","5","1","MIL"
"1890","2","2","WSN"
"1891","3","5","WSN"
"1892","7","0","MIL"
"1893","6","2","MIL"
"1894","2","3","WSN"
"1895","0","3","WSN"
"1896","6","4","MIL"
"1897","3","3","WSN"
"1898","5","4","MIL"
"1899","7","3","MIL"
"1900","3","3","WSN"
"1901","10","4","MIL"
"1902","8","4","MIL"
"1903","9","4","MIL"
"1904","5","1","MIL"
"1905","6","0","MIL"
"1906","7","1","MIL"
"1907","4","0","MIL"
"1908","6","0","MIL"
"1909","3","6","WSN"
"1910","2","1","MIL"
"1911","0","9","WSN"
"1912","9","0","MIL"
"1913","3","3","MIL"
"1914","5","3","MIL"
"1915","2","1","MIL"
"1916","5","0","MIL"
"1917","2","3","WSN"
"1918","9","2","MIL"
"1919","6","4","MIL"
"1920","8","3","MIL"
"1921","11","2","MIL"
"1922","3","3","MIL"
"1923","2","7","WSN"
"1924","2","0","MIL"
"1925","4","6","WSN"
"1926","9","3","MIL"
"1927","4","4","MIL"
"1928","1","5","WSN"
"1929","12","5","MIL"
"1930","6","0","MIL"
"1931","5","0","MIL"
"1932","7","7","WSN"
"1933","9","0","MIL"
"1934","0","3","WSN"
"1935","3","2","MIL"
"1936","4","3","MIL"
"1937","5","0","MIL"
"1938","4","5","WSN"
"1939","7","5","MIL"
"1940","4","8","WSN"
"1941","3","1","MIL"
"1942","6","3","MIL"
"1943","11","1","MIL"
"1944","4","2","MIL"
"1945","4","4","MIL"
"1946","4","3","MIL"
"1947","3","2","MIL"
"1948","0","2","WSN"
"1949","7","0","MIL"
"1950","4","13","WSN"
"1951","5","0","MIL"
"1952","5","11","WSN"
"1953","5","5","MIL"
"1954","7","3","MIL"
"1955","5","5","WSN"
"1956","8","7","MIL"
"1957","0","1","WSN"
"1958","4","1","MIL"
"1959","6","3","MIL"
"1960","1","1","WSN"
"1961","12","2","MIL"
"1962","7","1","MIL"
"1963","2","5","WSN"
"1964","0","3","WSN"
"1965","9","3","MIL"
"1966","8","3","MIL"
"1967","3","5","WSN"
"1968","4","7","WSN"
"1969","4","13","WSN"
"1970","1","4","WSN"
"1971","14","4","MIL"
"1972","3","1","MIL"
"1973","7","1","MIL"
"1974","1","8","WSN"
"1975","2","4","WSN"
"1976","2","4","WSN"
"1977","4","4","MIL"
"1978","2","0","MIL"
"1979","5","1","MIL"
"1980","0","8","WSN"
"1981","0","3","WSN"
"1982","4","10","WSN"
"1983","6","6","WSN"
"1984","6","5","MIL"
"1985","4","6","WSN"
"1986","9","5","MIL"
"1987","5","4","MIL"
"1988","6","1","MIL"
"1989","4","3","MIL"
"1990","6","7","WSN"
"1991","9","3","MIL"
"1992","7","5","MIL"
"1993","6","2","MIL"
"1994","2","2","MIL"
"1995","1","2","WSN"
"1996","7","2","MIL"
"1997","6","2","MIL"
"1998","2","7","WSN"
"1999","3","3","WSN"
"2000","7","7","MIL"
"2001","2","2","WSN"
"2002","3","1","MIL"
"2003","2","3","WSN"
"2004","10","0","MIL"
"2005","13","6","MIL"
"2006","5","5","WSN"
"2007","6","6","WSN"
"2008","6","8","WSN"
"2009","3","4","WSN"
"2010","4","2","MIL"
"2011","8","0","MIL"
"2012","6","6","MIL"
"2013","4","1","MIL"
"2014","4","3","MIL"
"2015","8","2","MIL"
"2016","11","0","MIL"
"2017","3","0","MIL"
"2018","3","2","MIL"
"2019","6","0","MIL"
"2020","7","0","MIL"
"2021","2","6","WSN"
"2022","2","4","WSN"
"2023","6","2","MIL"
"2024","7","0","MIL"
"2025","6","1","MIL"
"2026","6","1","MIL"
"2027","7","6","MIL"
"2028","8","10","WSN"
"2029","1","2","WSN"
"2030","5","3","MIL"
"2031","1","2","WSN"
"2032","6","4","MIL"
"2033","4","2","MIL"
"2034","0","2","WSN"
"2035","0","1","WSN"
"2036","0","2","WSN"
"2037","6","2","MIL"
"2038","9","2","MIL"
"2039","0","5","WSN"
"2040","3","1","MIL"
"2041","2","4","WSN"
"2042","1","3","WSN"
"2043","4","3","MIL"
"2044","6","4","MIL"
"2045","4","1","MIL"
"2046","10","2","MIL"
"2047","7","9","WSN"
"2048","3","3","WSN"
"2049","10","4","MIL"
"2050","1","3","WSN"
"2051","7","1","MIL"
"2052","10","2","MIL"
"2053","3","4","WSN"
"2054","5","6","WSN"
"2055","0","1","WSN"
"2056","7","1","MIL"
"2057","0","2","WSN"
"2058","5","3","MIL"
"2059","1","4","WSN"
"2060","1","4","WSN"
"2061","13","5","MIL"
"2062","8","3","MIL"
"2063","4","1","MIL"
"2064","6","8","WSN"
"2065","3","0","MIL"
"2066","2","3","WSN"
"2067","5","8","WSN"
"2068","11","7","MIL"
"2069","5","5","WSN"
"2070","6","7","WSN"
"2071","6","7","WSN"
"2072","5","5","MIL"
"2073","2","8","WSN"
"2074","8","4","MIL"
"2075","1","7","WSN"
"2076","5","3","MIL"
"2077","8","0","MIL"
"2078","1","2","WSN"
"2079","4","1","MIL"
"2080","2","8","WSN"
"2081","2","0","MIL"
"2082","8","0","MIL"
"2083","0","4","WSN"
"2084","2","2","MIL"
"2085","6","1","MIL"
"2086","4","0","MIL"
"2087","3","1","MIL"
"2088","2","6","WSN"
"2089","3","2","MIL"
"2090","3","3","WSN"
"2091","1","1","MIL"
"2092","7","0","MIL"
"2093","4","5","WSN"
"2094","7","1","MIL"
"2095","8","0","MIL"
"2096","5","5","MIL"
"2097","2","8","WSN"
"2098","9","7","MIL"
"2099","2","0","MIL"
"2100","8","7","MIL"
"2101","8","4","MIL"
"2102","9","1","MIL"
"2103","1","2","WSN"
"2104","15","4","MIL"
"2105","3","0","MIL"
"2106","1","1","WSN"
"2107","10","11","WSN"
"2108","11","0","MIL"
"2109","2","4","WSN"
"2110","5","3","MIL"
"2111","2","1","MIL"
"2112","7","2","MIL"
"2113","2","6","WSN"
"2114","2","2","WSN"
"2115","11","0","MIL"
"2116","2","2","WSN"
"2117","12","2","MIL"
"2118","6","0","MIL"
"2119","6","4","MIL"
"2120","8","0","MIL"
"2121","7","8","WSN"
"2122","11","3","MIL"
"2123","3","1","MIL"
"2124","1","2","WSN"
"2125","4","0","MIL"
"2126","2","0","MIL"
"2127","5","2","MIL"
"2128","5","4","MIL"
"2129","10","5","MIL"
"2130","8","11","WSN"
"2131","5","1","MIL"
"2132","2","4","WSN"
"2133","8","6","MIL"
"2134","3","4","WSN"
"2135","12","3","MIL"
"2136","10","2","MIL"
"2137","8","8","WSN"
"2138","5","3","MIL"
"2139","1","2","WSN"
"2140","2","0","MIL"
"2141","5","0","MIL"
"2142","2","2","MIL"
"2143","1","0","MIL"
"2144","9","2","MIL"
"2145","7","0","MIL"
"2146","7","2","MIL"
"2147","3","0","MIL"
"2148","5","2","MIL"
"2149","1","3","WSN"
"2150","6","2","MIL"
"2151","10","2","MIL"
"2152","2","1","MIL"
"2153","0","2","WSN"
"2154","3","2","MIL"
"2155","4","5","WSN"
"2156","1","5","WSN"
"2157","5","4","MIL"
"2158","5","3","MIL"
"2159","4","1","MIL"
"2160","3","0","MIL"
"2161","7","4","MIL"
"2162","4","5","WSN"
"2163","7","4","MIL"
"2164","3","2","MIL"
"2165","2","3","WSN"
"2166","3","0","MIL"
"2167","5","4","MIL"
"2168","4","2","MIL"
"2169","8","3","MIL"
"2170","4","3","MIL"
"2171","3","6","WSN"
"2172","3","4","WSN"
"2173","4","4","WSN"
"2174","2","9","WSN"
"2175","6","6","WSN"
"2176","2","0","MIL"
"2177","10","2","MIL"
"2178","5","3","MIL"
"2179","4","6","WSN"
"2180","2","1","MIL"
"2181","2","1","MIL"
"2182","3","2","MIL"
"2183","8","2","MIL"
"2184","7","1","MIL"
"2185","3","3","MIL"
