"","WSN","LAD","Series Winner"
"1148","2","3","LAD"
"1149","2","3","LAD"
"1150","2","3","LAD"
"1151","1","3","LAD"
"1152","3","1","WSN"
"1153","2","3","LAD"
"1154","1","3","LAD"
"1155","1","3","LAD"
"1156","0","3","LAD"
"1157","3","2","WSN"
"1158","0","3","LAD"
"1159","1","3","LAD"
"1160","3","1","WSN"
"1161","0","3","LAD"
"1162","2","3","LAD"
"1163","2","3","LAD"
"1164","0","3","LAD"
"1165","3","0","WSN"
"1166","0","3","LAD"
"1167","1","3","LAD"
"1168","2","3","LAD"
"1169","1","3","LAD"
"1170","3","2","WSN"
"1171","3","2","WSN"
"1172","3","1","WSN"
"1173","2","3","LAD"
"1174","0","3","LAD"
"1175","3","2","WSN"
"1176","1","3","LAD"
"1177","1","3","LAD"
"1178","2","3","LAD"
"1179","0","3","LAD"
"1180","1","3","LAD"
"1181","0","3","LAD"
"1182","1","3","LAD"
"1183","1","3","LAD"
"1184","3","1","WSN"
"1185","1","3","LAD"
"1186","1","3","LAD"
"1187","2","3","LAD"
"1188","0","3","LAD"
"1189","0","3","LAD"
"1190","1","3","LAD"
"1191","2","3","LAD"
"1192","0","3","LAD"
"1193","3","1","WSN"
"1194","3","1","WSN"
"1195","2","3","LAD"
"1196","3","1","WSN"
"1197","1","3","LAD"
"1198","1","3","LAD"
"1199","2","3","LAD"
"1200","3","1","WSN"
"1201","0","3","LAD"
"1202","2","3","LAD"
"1203","3","0","WSN"
"1204","2","3","LAD"
"1205","0","3","LAD"
"1206","1","3","LAD"
"1207","1","3","LAD"
"1208","1","3","LAD"
"1209","2","3","LAD"
"1210","3","1","WSN"
"1211","1","3","LAD"
"1212","3","2","WSN"
"1213","2","3","LAD"
"1214","3","1","WSN"
"1215","3","1","WSN"
"1216","1","3","LAD"
"1217","2","3","LAD"
"1218","2","3","LAD"
"1219","1","3","LAD"
"1220","0","3","LAD"
"1221","0","3","LAD"
"1222","0","3","LAD"
"1223","2","3","LAD"
"1224","1","3","LAD"
"1225","2","3","LAD"
"1226","3","0","WSN"
"1227","2","3","LAD"
"1228","0","3","LAD"
"1229","0","3","LAD"
"1230","3","2","WSN"
"1231","2","3","LAD"
"1232","0","3","LAD"
"1233","1","3","LAD"
"1234","2","3","LAD"
"1235","2","3","LAD"
"1236","2","3","LAD"
"1237","2","3","LAD"
"1238","0","3","LAD"
"1239","0","3","LAD"
"1240","0","3","LAD"
"1241","1","3","LAD"
"1242","3","1","WSN"
"1243","1","3","LAD"
"1244","1","3","LAD"
"1245","2","3","LAD"
"1246","1","3","LAD"
"1247","0","3","LAD"
"1248","1","3","LAD"
"1249","2","3","LAD"
"1250","1","3","LAD"
"1251","0","3","LAD"
"1252","1","3","LAD"
"1253","3","0","WSN"
"1254","3","1","WSN"
"1255","1","3","LAD"
"1256","1","3","LAD"
"1257","2","3","LAD"
"1258","3","1","WSN"
"1259","0","3","LAD"
"1260","2","3","LAD"
"1261","1","3","LAD"
"1262","1","3","LAD"
"1263","2","3","LAD"
"1264","1","3","LAD"
"1265","0","3","LAD"
"1266","2","3","LAD"
"1267","2","3","LAD"
"1268","1","3","LAD"
"1269","1","3","LAD"
"1270","0","3","LAD"
"1271","2","3","LAD"
"1272","3","1","WSN"
"1273","3","1","WSN"
"1274","2","3","LAD"
"1275","3","1","WSN"
"1276","2","3","LAD"
"1277","1","3","LAD"
"1278","3","1","WSN"
"1279","1","3","LAD"
"1280","1","3","LAD"
"1281","0","3","LAD"
"1282","2","3","LAD"
"1283","2","3","LAD"
"1284","3","1","WSN"
"1285","0","3","LAD"
"1286","0","3","LAD"
"1287","3","2","WSN"
"1288","1","3","LAD"
"1289","3","1","WSN"
"1290","0","3","LAD"
"1291","2","3","LAD"
"1292","2","3","LAD"
"1293","3","1","WSN"
"1294","2","3","LAD"
"1295","0","3","LAD"
"1296","1","3","LAD"
"1297","0","3","LAD"
"1298","1","3","LAD"
"1299","3","2","WSN"
"1300","0","3","LAD"
"1301","0","3","LAD"
"1302","2","3","LAD"
"1303","3","0","WSN"
"1304","3","1","WSN"
"1305","3","1","WSN"
"1306","2","3","LAD"
"1307","2","3","LAD"
"1308","2","3","LAD"
"1309","2","3","LAD"
"1310","0","3","LAD"
"1311","1","3","LAD"
"1312","2","3","LAD"
"1313","2","3","LAD"
"1314","1","3","LAD"
"1315","3","2","WSN"
"1316","2","3","LAD"
"1317","3","1","WSN"
"1318","0","3","LAD"
"1319","1","3","LAD"
"1320","1","3","LAD"
"1321","1","3","LAD"
"1322","2","3","LAD"
"1323","3","0","WSN"
"1324","0","3","LAD"
"1325","3","1","WSN"
"1326","3","2","WSN"
"1327","3","2","WSN"
"1328","0","3","LAD"
"1329","2","3","LAD"
"1330","0","3","LAD"
"1331","1","3","LAD"
"1332","1","3","LAD"
"1333","0","3","LAD"
"1334","3","2","WSN"
"1335","2","3","LAD"
"1336","1","3","LAD"
"1337","2","3","LAD"
"1338","0","3","LAD"
"1339","3","1","WSN"
"1340","2","3","LAD"
"1341","2","3","LAD"
"1342","2","3","LAD"
"1343","2","3","LAD"
"1344","2","3","LAD"
"1345","3","0","WSN"
"1346","0","3","LAD"
"1347","3","1","WSN"
"1348","0","3","LAD"
"1349","3","1","WSN"
"1350","2","3","LAD"
"1351","2","3","LAD"
"1352","2","3","LAD"
"1353","0","3","LAD"
"1354","2","3","LAD"
"1355","2","3","LAD"
"1356","3","0","WSN"
"1357","3","2","WSN"
"1358","0","3","LAD"
"1359","0","3","LAD"
"1360","3","1","WSN"
"1361","2","3","LAD"
"1362","0","3","LAD"
"1363","2","3","LAD"
"1364","1","3","LAD"
"1365","3","1","WSN"
"1366","2","3","LAD"
"1367","3","1","WSN"
"1368","1","3","LAD"
"1369","2","3","LAD"
"1370","0","3","LAD"
"1371","1","3","LAD"
"1372","2","3","LAD"
"1373","2","3","LAD"
"1374","2","3","LAD"
"1375","2","3","LAD"
"1376","3","2","WSN"
"1377","3","1","WSN"
"1378","1","3","LAD"
"1379","1","3","LAD"
"1380","2","3","LAD"
"1381","3","1","WSN"
"1382","2","3","LAD"
"1383","3","1","WSN"
"1384","0","3","LAD"
"1385","1","3","LAD"
"1386","2","3","LAD"
"1387","0","3","LAD"
"1388","2","3","LAD"
"1389","1","3","LAD"
"1390","3","0","WSN"
"1391","3","1","WSN"
"1392","0","3","LAD"
"1393","1","3","LAD"
"1394","2","3","LAD"
"1395","2","3","LAD"
"1396","1","3","LAD"
"1397","3","2","WSN"
"1398","0","3","LAD"
"1399","1","3","LAD"
"1400","3","1","WSN"
"1401","3","0","WSN"
"1402","2","3","LAD"
"1403","3","2","WSN"
"1404","1","3","LAD"
"1405","1","3","LAD"
"1406","2","3","LAD"
"1407","0","3","LAD"
"1408","3","2","WSN"
"1409","0","3","LAD"
"1410","3","1","WSN"
"1411","3","2","WSN"
"1412","0","3","LAD"
"1413","3","0","WSN"
"1414","3","0","WSN"
"1415","3","0","WSN"
"1416","1","3","LAD"
"1417","2","3","LAD"
"1418","1","3","LAD"
"1419","0","3","LAD"
"1420","0","3","LAD"
"1421","0","3","LAD"
"1422","2","3","LAD"
"1423","1","3","LAD"
"1424","2","3","LAD"
"1425","1","3","LAD"
"1426","2","3","LAD"
"1427","2","3","LAD"
"1428","1","3","LAD"
"1429","0","3","LAD"
"1430","3","2","WSN"
"1431","0","3","LAD"
"1432","1","3","LAD"
"1433","1","3","LAD"
"1434","3","1","WSN"
"1435","3","2","WSN"
"1436","2","3","LAD"
"1437","3","1","WSN"
"1438","0","3","LAD"
"1439","3","0","WSN"
"1440","1","3","LAD"
"1441","2","3","LAD"
"1442","1","3","LAD"
"1443","3","1","WSN"
"1444","3","2","WSN"
"1445","1","3","LAD"
"1446","1","3","LAD"
"1447","0","3","LAD"
"1448","1","3","LAD"
"1449","2","3","LAD"
"1450","1","3","LAD"
"1451","0","3","LAD"
"1452","3","1","WSN"
"1453","2","3","LAD"
"1454","0","3","LAD"
"1455","1","3","LAD"
"1456","2","3","LAD"
"1457","1","3","LAD"
"1458","1","3","LAD"
"1459","2","3","LAD"
"1460","0","3","LAD"
"1461","2","3","LAD"
"1462","0","3","LAD"
"1463","1","3","LAD"
"1464","2","3","LAD"
"1465","2","3","LAD"
"1466","1","3","LAD"
"1467","0","3","LAD"
"1468","2","3","LAD"
"1469","2","3","LAD"
"1470","0","3","LAD"
"1471","3","1","WSN"
"1472","2","3","LAD"
"1473","3","1","WSN"
"1474","1","3","LAD"
"1475","2","3","LAD"
"1476","0","3","LAD"
"1477","1","3","LAD"
"1478","2","3","LAD"
"1479","1","3","LAD"
"1480","2","3","LAD"
"1481","1","3","LAD"
"1482","1","3","LAD"
"1483","2","3","LAD"
"1484","0","3","LAD"
"1485","3","0","WSN"
"1486","0","3","LAD"
"1487","1","3","LAD"
"1488","1","3","LAD"
"1489","3","1","WSN"
"1490","0","3","LAD"
"1491","3","2","WSN"
"1492","0","3","LAD"
"1493","1","3","LAD"
"1494","3","0","WSN"
"1495","0","3","LAD"
"1496","2","3","LAD"
"1497","3","2","WSN"
"1498","2","3","LAD"
"1499","3","2","WSN"
"1500","3","1","WSN"
"1501","3","2","WSN"
"1502","0","3","LAD"
"1503","2","3","LAD"
"1504","3","2","WSN"
"1505","3","0","WSN"
"1506","1","3","LAD"
"1507","1","3","LAD"
"1508","2","3","LAD"
"1509","3","1","WSN"
"1510","2","3","LAD"
"1511","2","3","LAD"
"1512","1","3","LAD"
"1513","0","3","LAD"
"1514","1","3","LAD"
"1515","1","3","LAD"
"1516","0","3","LAD"
"1517","2","3","LAD"
"1518","2","3","LAD"
"1519","3","1","WSN"
"1520","1","3","LAD"
"1521","1","3","LAD"
"1522","1","3","LAD"
"1523","3","2","WSN"
"1524","3","2","WSN"
"1525","0","3","LAD"
"1526","3","2","WSN"
"1527","0","3","LAD"
"1528","2","3","LAD"
"1529","1","3","LAD"
"1530","1","3","LAD"
"1531","1","3","LAD"
"1532","1","3","LAD"
"1533","0","3","LAD"
"1534","2","3","LAD"
"1535","1","3","LAD"
"1536","2","3","LAD"
"1537","3","2","WSN"
"1538","1","3","LAD"
"1539","2","3","LAD"
"1540","2","3","LAD"
"1541","1","3","LAD"
"1542","2","3","LAD"
"1543","1","3","LAD"
"1544","3","1","WSN"
"1545","3","0","WSN"
"1546","2","3","LAD"
"1547","1","3","LAD"
"1548","0","3","LAD"
"1549","2","3","LAD"
"1550","2","3","LAD"
"1551","2","3","LAD"
"1552","0","3","LAD"
"1553","1","3","LAD"
"1554","3","2","WSN"
"1555","3","1","WSN"
"1556","2","3","LAD"
"1557","3","1","WSN"
"1558","1","3","LAD"
"1559","0","3","LAD"
"1560","1","3","LAD"
"1561","3","2","WSN"
"1562","2","3","LAD"
"1563","1","3","LAD"
"1564","2","3","LAD"
"1565","1","3","LAD"
"1566","2","3","LAD"
"1567","2","3","LAD"
"1568","2","3","LAD"
"1569","2","3","LAD"
"1570","1","3","LAD"
"1571","2","3","LAD"
"1572","3","1","WSN"
"1573","1","3","LAD"
"1574","2","3","LAD"
"1575","3","2","WSN"
"1576","3","2","WSN"
"1577","0","3","LAD"
"1578","1","3","LAD"
"1579","1","3","LAD"
"1580","3","1","WSN"
"1581","3","1","WSN"
"1582","1","3","LAD"
"1583","1","3","LAD"
"1584","3","1","WSN"
"1585","0","3","LAD"
"1586","3","2","WSN"
"1587","3","1","WSN"
"1588","1","3","LAD"
"1589","3","2","WSN"
"1590","2","3","LAD"
"1591","1","3","LAD"
"1592","2","3","LAD"
"1593","0","3","LAD"
"1594","2","3","LAD"
"1595","2","3","LAD"
"1596","2","3","LAD"
"1597","2","3","LAD"
"1598","1","3","LAD"
"1599","3","1","WSN"
"1600","2","3","LAD"
"1601","1","3","LAD"
"1602","2","3","LAD"
"1603","1","3","LAD"
"1604","2","3","LAD"
"1605","3","0","WSN"
"1606","0","3","LAD"
"1607","1","3","LAD"
"1608","1","3","LAD"
"1609","0","3","LAD"
"1610","0","3","LAD"
"1611","2","3","LAD"
"1612","3","0","WSN"
"1613","1","3","LAD"
"1614","2","3","LAD"
"1615","0","3","LAD"
"1616","3","2","WSN"
"1617","2","3","LAD"
"1618","2","3","LAD"
"1619","1","3","LAD"
"1620","3","2","WSN"
"1621","2","3","LAD"
"1622","0","3","LAD"
"1623","2","3","LAD"
"1624","3","1","WSN"
"1625","3","1","WSN"
"1626","3","1","WSN"
"1627","3","1","WSN"
"1628","3","1","WSN"
"1629","2","3","LAD"
"1630","3","2","WSN"
"1631","1","3","LAD"
"1632","1","3","LAD"
"1633","1","3","LAD"
"1634","2","3","LAD"
"1635","1","3","LAD"
"1636","0","3","LAD"
"1637","1","3","LAD"
"1638","1","3","LAD"
"1639","0","3","LAD"
"1640","3","1","WSN"
"1641","2","3","LAD"
"1642","3","2","WSN"
"1643","1","3","LAD"
"1644","0","3","LAD"
"1645","2","3","LAD"
"1646","1","3","LAD"
"1647","2","3","LAD"
"1648","2","3","LAD"
"1649","2","3","LAD"
"1650","0","3","LAD"
"1651","2","3","LAD"
"1652","1","3","LAD"
"1653","2","3","LAD"
"1654","3","1","WSN"
"1655","2","3","LAD"
"1656","3","1","WSN"
"1657","1","3","LAD"
"1658","1","3","LAD"
"1659","0","3","LAD"
"1660","2","3","LAD"
"1661","2","3","LAD"
"1662","2","3","LAD"
"1663","2","3","LAD"
"1664","1","3","LAD"
"1665","2","3","LAD"
"1666","1","3","LAD"
"1667","1","3","LAD"
"1668","0","3","LAD"
"1669","0","3","LAD"
"1670","3","0","WSN"
"1671","2","3","LAD"
"1672","1","3","LAD"
"1673","0","3","LAD"
"1674","1","3","LAD"
"1675","0","3","LAD"
"1676","2","3","LAD"
"1677","2","3","LAD"
"1678","2","3","LAD"
"1679","2","3","LAD"
"1680","1","3","LAD"
"1681","0","3","LAD"
"1682","3","1","WSN"
"1683","3","1","WSN"
"1684","0","3","LAD"
"1685","1","3","LAD"
"1686","2","3","LAD"
"1687","0","3","LAD"
"1688","3","0","WSN"
"1689","2","3","LAD"
"1690","3","1","WSN"
"1691","3","2","WSN"
"1692","1","3","LAD"
"1693","2","3","LAD"
"1694","2","3","LAD"
"1695","3","1","WSN"
"1696","0","3","LAD"
"1697","1","3","LAD"
"1698","3","1","WSN"
"1699","3","2","WSN"
"1700","1","3","LAD"
"1701","2","3","LAD"
"1702","1","3","LAD"
"1703","2","3","LAD"
"1704","2","3","LAD"
"1705","2","3","LAD"
"1706","3","1","WSN"
"1707","3","2","WSN"
"1708","3","0","WSN"
"1709","3","1","WSN"
"1710","2","3","LAD"
"1711","0","3","LAD"
"1712","0","3","LAD"
"1713","3","2","WSN"
"1714","1","3","LAD"
"1715","0","3","LAD"
"1716","3","1","WSN"
"1717","3","1","WSN"
"1718","2","3","LAD"
"1719","1","3","LAD"
"1720","3","1","WSN"
"1721","2","3","LAD"
"1722","3","1","WSN"
"1723","2","3","LAD"
"1724","0","3","LAD"
"1725","1","3","LAD"
"1726","1","3","LAD"
"1727","2","3","LAD"
"1728","3","2","WSN"
"1729","1","3","LAD"
"1730","0","3","LAD"
"1731","2","3","LAD"
"1732","2","3","LAD"
"1733","1","3","LAD"
"1734","3","1","WSN"
"1735","1","3","LAD"
"1736","2","3","LAD"
"1737","3","0","WSN"
"1738","2","3","LAD"
"1739","2","3","LAD"
"1740","0","3","LAD"
"1741","3","1","WSN"
"1742","3","1","WSN"
"1743","0","3","LAD"
"1744","2","3","LAD"
"1745","2","3","LAD"
"1746","1","3","LAD"
"1747","0","3","LAD"
"1748","1","3","LAD"
"1749","3","1","WSN"
"1750","1","3","LAD"
"1751","1","3","LAD"
"1752","1","3","LAD"
"1753","1","3","LAD"
"1754","2","3","LAD"
"1755","1","3","LAD"
"1756","2","3","LAD"
"1757","2","3","LAD"
"1758","3","1","WSN"
"1759","3","1","WSN"
"1760","1","3","LAD"
"1761","0","3","LAD"
"1762","3","1","WSN"
"1763","0","3","LAD"
"1764","1","3","LAD"
"1765","3","1","WSN"
"1766","1","3","LAD"
"1767","3","1","WSN"
"1768","0","3","LAD"
"1769","1","3","LAD"
"1770","0","3","LAD"
"1771","0","3","LAD"
"1772","2","3","LAD"
"1773","1","3","LAD"
"1774","2","3","LAD"
"1775","2","3","LAD"
"1776","0","3","LAD"
"1777","1","3","LAD"
"1778","0","3","LAD"
"1779","2","3","LAD"
"1780","2","3","LAD"
"1781","1","3","LAD"
"1782","0","3","LAD"
"1783","3","0","WSN"
"1784","2","3","LAD"
"1785","1","3","LAD"
"1786","1","3","LAD"
"1787","1","3","LAD"
"1788","1","3","LAD"
"1789","1","3","LAD"
"1790","1","3","LAD"
"1791","2","3","LAD"
"1792","3","1","WSN"
"1793","2","3","LAD"
"1794","3","1","WSN"
"1795","2","3","LAD"
"1796","1","3","LAD"
"1797","0","3","LAD"
"1798","3","1","WSN"
"1799","3","1","WSN"
"1800","0","3","LAD"
"1801","1","3","LAD"
"1802","0","3","LAD"
"1803","2","3","LAD"
"1804","2","3","LAD"
"1805","3","2","WSN"
"1806","1","3","LAD"
"1807","3","1","WSN"
"1808","1","3","LAD"
"1809","2","3","LAD"
"1810","2","3","LAD"
"1811","0","3","LAD"
"1812","2","3","LAD"
"1813","3","2","WSN"
"1814","2","3","LAD"
"1815","1","3","LAD"
"1816","0","3","LAD"
"1817","2","3","LAD"
"1818","3","1","WSN"
"1819","0","3","LAD"
"1820","3","2","WSN"
"1821","2","3","LAD"
"1822","3","0","WSN"
"1823","3","1","WSN"
"1824","2","3","LAD"
"1825","2","3","LAD"
"1826","3","2","WSN"
"1827","0","3","LAD"
"1828","3","1","WSN"
"1829","2","3","LAD"
"1830","1","3","LAD"
"1831","2","3","LAD"
"1832","2","3","LAD"
"1833","3","2","WSN"
"1834","2","3","LAD"
"1835","3","1","WSN"
"1836","2","3","LAD"
"1837","3","0","WSN"
"1838","3","1","WSN"
"1839","3","1","WSN"
"1840","1","3","LAD"
"1841","3","0","WSN"
"1842","2","3","LAD"
"1843","1","3","LAD"
"1844","1","3","LAD"
"1845","3","1","WSN"
"1846","0","3","LAD"
"1847","0","3","LAD"
"1848","2","3","LAD"
"1849","1","3","LAD"
"1850","1","3","LAD"
"1851","3","1","WSN"
"1852","2","3","LAD"
"1853","0","3","LAD"
"1854","1","3","LAD"
"1855","1","3","LAD"
"1856","3","2","WSN"
"1857","3","1","WSN"
"1858","0","3","LAD"
"1859","2","3","LAD"
"1860","3","1","WSN"
"1861","2","3","LAD"
"1862","2","3","LAD"
"1863","1","3","LAD"
"1864","1","3","LAD"
"1865","1","3","LAD"
"1866","1","3","LAD"
"1867","2","3","LAD"
"1868","2","3","LAD"
"1869","0","3","LAD"
"1870","2","3","LAD"
"1871","0","3","LAD"
"1872","3","1","WSN"
"1873","3","1","WSN"
"1874","0","3","LAD"
"1875","2","3","LAD"
"1876","1","3","LAD"
"1877","3","2","WSN"
"1878","3","1","WSN"
"1879","0","3","LAD"
"1880","2","3","LAD"
"1881","3","0","WSN"
"1882","2","3","LAD"
"1883","1","3","LAD"
"1884","2","3","LAD"
"1885","3","2","WSN"
"1886","1","3","LAD"
"1887","0","3","LAD"
"1888","3","2","WSN"
"1889","0","3","LAD"
"1890","1","3","LAD"
"1891","1","3","LAD"
"1892","1","3","LAD"
"1893","3","1","WSN"
"1894","3","1","WSN"
"1895","1","3","LAD"
"1896","2","3","LAD"
"1897","2","3","LAD"
"1898","2","3","LAD"
"1899","3","1","WSN"
"1900","1","3","LAD"
"1901","2","3","LAD"
"1902","1","3","LAD"
"1903","2","3","LAD"
"1904","0","3","LAD"
"1905","1","3","LAD"
"1906","2","3","LAD"
"1907","1","3","LAD"
"1908","3","2","WSN"
"1909","1","3","LAD"
"1910","1","3","LAD"
"1911","2","3","LAD"
"1912","3","1","WSN"
"1913","0","3","LAD"
"1914","3","2","WSN"
"1915","3","1","WSN"
"1916","3","2","WSN"
"1917","2","3","LAD"
"1918","0","3","LAD"
"1919","3","2","WSN"
"1920","2","3","LAD"
"1921","1","3","LAD"
"1922","1","3","LAD"
"1923","3","1","WSN"
"1924","3","1","WSN"
"1925","1","3","LAD"
"1926","1","3","LAD"
"1927","2","3","LAD"
"1928","3","2","WSN"
"1929","2","3","LAD"
"1930","0","3","LAD"
"1931","0","3","LAD"
"1932","2","3","LAD"
"1933","0","3","LAD"
"1934","1","3","LAD"
"1935","3","1","WSN"
"1936","2","3","LAD"
"1937","1","3","LAD"
"1938","1","3","LAD"
"1939","3","2","WSN"
"1940","2","3","LAD"
"1941","3","1","WSN"
"1942","0","3","LAD"
"1943","3","1","WSN"
"1944","1","3","LAD"
"1945","1","3","LAD"
"1946","0","3","LAD"
"1947","1","3","LAD"
"1948","3","1","WSN"
"1949","1","3","LAD"
"1950","3","1","WSN"
"1951","1","3","LAD"
"1952","3","0","WSN"
"1953","2","3","LAD"
"1954","2","3","LAD"
"1955","2","3","LAD"
"1956","3","0","WSN"
"1957","1","3","LAD"
"1958","1","3","LAD"
"1959","1","3","LAD"
"1960","3","1","WSN"
"1961","3","1","WSN"
"1962","3","0","WSN"
"1963","3","1","WSN"
"1964","1","3","LAD"
"1965","0","3","LAD"
"1966","3","1","WSN"
"1967","2","3","LAD"
"1968","0","3","LAD"
"1969","3","1","WSN"
"1970","0","3","LAD"
"1971","0","3","LAD"
"1972","1","3","LAD"
"1973","1","3","LAD"
"1974","1","3","LAD"
"1975","2","3","LAD"
"1976","3","2","WSN"
"1977","2","3","LAD"
"1978","3","1","WSN"
"1979","2","3","LAD"
"1980","1","3","LAD"
"1981","2","3","LAD"
"1982","0","3","LAD"
"1983","3","1","WSN"
"1984","3","1","WSN"
"1985","1","3","LAD"
"1986","0","3","LAD"
"1987","0","3","LAD"
"1988","3","0","WSN"
"1989","2","3","LAD"
"1990","2","3","LAD"
"1991","1","3","LAD"
"1992","2","3","LAD"
"1993","1","3","LAD"
"1994","2","3","LAD"
"1995","1","3","LAD"
"1996","2","3","LAD"
"1997","3","2","WSN"
"1998","3","1","WSN"
"1999","3","0","WSN"
"2000","0","3","LAD"
"2001","2","3","LAD"
"2002","0","3","LAD"
"2003","3","1","WSN"
"2004","0","3","LAD"
"2005","1","3","LAD"
"2006","2","3","LAD"
"2007","3","1","WSN"
"2008","1","3","LAD"
"2009","3","1","WSN"
"2010","1","3","LAD"
"2011","3","1","WSN"
"2012","2","3","LAD"
"2013","3","1","WSN"
"2014","3","1","WSN"
"2015","3","1","WSN"
"2016","3","1","WSN"
"2017","3","2","WSN"
"2018","1","3","LAD"
"2019","0","3","LAD"
"2020","2","3","LAD"
"2021","3","2","WSN"
"2022","2","3","LAD"
"2023","2","3","LAD"
"2024","1","3","LAD"
"2025","2","3","LAD"
"2026","0","3","LAD"
"2027","0","3","LAD"
"2028","0","3","LAD"
"2029","2","3","LAD"
"2030","1","3","LAD"
"2031","0","3","LAD"
"2032","0","3","LAD"
"2033","1","3","LAD"
"2034","2","3","LAD"
"2035","1","3","LAD"
"2036","0","3","LAD"
"2037","2","3","LAD"
"2038","2","3","LAD"
"2039","1","3","LAD"
"2040","2","3","LAD"
"2041","1","3","LAD"
"2042","2","3","LAD"
"2043","2","3","LAD"
"2044","3","1","WSN"
"2045","0","3","LAD"
"2046","2","3","LAD"
"2047","2","3","LAD"
"2048","3","1","WSN"
"2049","1","3","LAD"
"2050","3","1","WSN"
"2051","3","2","WSN"
"2052","2","3","LAD"
"2053","0","3","LAD"
"2054","0","3","LAD"
"2055","1","3","LAD"
"2056","2","3","LAD"
"2057","0","3","LAD"
"2058","0","3","LAD"
"2059","1","3","LAD"
"2060","0","3","LAD"
"2061","1","3","LAD"
"2062","2","3","LAD"
"2063","1","3","LAD"
"2064","2","3","LAD"
"2065","1","3","LAD"
"2066","3","1","WSN"
"2067","1","3","LAD"
"2068","3","0","WSN"
"2069","2","3","LAD"
"2070","0","3","LAD"
"2071","1","3","LAD"
"2072","3","1","WSN"
"2073","2","3","LAD"
"2074","1","3","LAD"
"2075","3","1","WSN"
"2076","0","3","LAD"
"2077","2","3","LAD"
"2078","3","1","WSN"
"2079","2","3","LAD"
"2080","1","3","LAD"
"2081","2","3","LAD"
"2082","2","3","LAD"
"2083","3","2","WSN"
"2084","3","2","WSN"
"2085","1","3","LAD"
"2086","2","3","LAD"
"2087","1","3","LAD"
"2088","3","2","WSN"
"2089","0","3","LAD"
"2090","3","2","WSN"
"2091","0","3","LAD"
"2092","3","1","WSN"
"2093","3","1","WSN"
"2094","2","3","LAD"
"2095","2","3","LAD"
"2096","0","3","LAD"
"2097","0","3","LAD"
"2098","1","3","LAD"
"2099","3","1","WSN"
"2100","2","3","LAD"
"2101","1","3","LAD"
"2102","0","3","LAD"
"2103","2","3","LAD"
"2104","3","1","WSN"
"2105","2","3","LAD"
"2106","1","3","LAD"
"2107","3","2","WSN"
"2108","2","3","LAD"
"2109","2","3","LAD"
"2110","1","3","LAD"
"2111","3","2","WSN"
"2112","2","3","LAD"
"2113","1","3","LAD"
"2114","2","3","LAD"
"2115","2","3","LAD"
"2116","3","1","WSN"
"2117","2","3","LAD"
"2118","2","3","LAD"
"2119","2","3","LAD"
"2120","3","1","WSN"
"2121","2","3","LAD"
"2122","2","3","LAD"
"2123","3","1","WSN"
"2124","2","3","LAD"
"2125","0","3","LAD"
"2126","3","1","WSN"
"2127","1","3","LAD"
"2128","3","0","WSN"
"2129","3","2","WSN"
"2130","2","3","LAD"
"2131","3","1","WSN"
"2132","2","3","LAD"
"2133","0","3","LAD"
"2134","3","1","WSN"
"2135","3","0","WSN"
"2136","1","3","LAD"
"2137","1","3","LAD"
"2138","1","3","LAD"
"2139","1","3","LAD"
"2140","2","3","LAD"
"2141","3","1","WSN"
"2142","2","3","LAD"
"2143","1","3","LAD"
"2144","2","3","LAD"
"2145","3","2","WSN"
"2146","1","3","LAD"
"2147","0","3","LAD"
"2148","1","3","LAD"
"2149","3","1","WSN"
"2150","2","3","LAD"
"2151","1","3","LAD"
"2152","3","1","WSN"
"2153","0","3","LAD"
"2154","1","3","LAD"
"2155","2","3","LAD"
"2156","0","3","LAD"
"2157","2","3","LAD"
"2158","2","3","LAD"
"2159","2","3","LAD"
"2160","2","3","LAD"
"2161","1","3","LAD"
"2162","2","3","LAD"
"2163","3","2","WSN"
"2164","0","3","LAD"
"2165","1","3","LAD"
"2166","2","3","LAD"
"2167","2","3","LAD"
"2168","1","3","LAD"
"2169","0","3","LAD"
"2170","1","3","LAD"
"2171","2","3","LAD"
"2172","2","3","LAD"
"2173","2","3","LAD"
"2174","0","3","LAD"
"2175","2","3","LAD"
"2176","2","3","LAD"
"2177","1","3","LAD"
"2178","1","3","LAD"
"2179","3","0","WSN"
"2180","2","3","LAD"
"2181","1","3","LAD"
"2182","3","1","WSN"
"2183","2","3","LAD"
"2184","2","3","LAD"
"2185","2","3","LAD"
"2186","2","3","LAD"
"2187","1","3","LAD"
"2188","3","2","WSN"
"2189","3","2","WSN"
"2190","3","1","WSN"
"2191","2","3","LAD"
"2192","1","3","LAD"
"2193","2","3","LAD"
"2194","0","3","LAD"
"2195","3","0","WSN"
